Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Soviet Cybernetics: Recent News Items,,N/A,1967,N/A,Automation,516,N/A,0,en
Inside Macintosh,"Apple Computer, Inc",Addison Wesley Publishing Company,1994,This book describes the floating-point numerics environment provided with the first release of PowerPC processor-based Macintosh computers. The book shows programmers how to create floating-pointing values and how to perform operations on floating-point values in high-level languages such as C and in PowerPC assembly language.,Computers,358,N/A,0,en
Rolling Plan and Forward Budget for Tanzania,Tanzania,N/A,1994,N/A,Budget,156,N/A,0,en
Theories Personality,Cloninger,Prentice Hall,1997-03,N/A,Psychology,312,N/A,0,en
Aviation Space and Environmental Medicine,,N/A,1989,N/A,Aviation medicine,718,N/A,0,en
EDN.,,N/A,1977,N/A,Electrical engineering,738,N/A,0,en
Data Processing Yearbook,,N/A,1964,N/A,Accounting,360,N/A,0,en
Japan ... an International Comparison,,N/A,1995,N/A,Japan,110,N/A,0,en
"Cryogenic Engineering, Present Status and Future Development",,N/A,1968,N/A,Low temperature engineering,304,N/A,0,en
Brief Introduction to Computers,"Shelly, Thomas J. Cashman, Gloria Waggoner",Arden Shakespeare,1996-01-01,N/A,Computers,32,N/A,0,en
Understanding Economics,Mark A. Lovewell,"Whitby, ON : McGraw-Hill Ryerson",2007,"Lovewell is a brief yet clear outline of economics that explains how economics relates to students' lives and to the main issues of the day. Lovewell is written for the one-semester principles course, whereas our other offerings are designed for the two-semester market. ""Bright, Right, Tight"" are the three words a reviewer used to describe the Lovewell text.",Business & Economics,484,N/A,0,en
A High Accuracy Computer Recognizer of Speech for Medical Data Input,Richard Alan Parfitt,N/A,1980,N/A,Speech perception,476,N/A,0,en
Handbook of UGC Schemes,Vijay Kumari Kaushik,N/A,2003,"Higher Education is of utmost significance for the balanced development of an economy, especially for a developing country like India. Towards achievement of this goal the University Grants Commission was established which coordinates and determines the standards of higehr education in Universities and colleges.","Education, Higher",602,N/A,0,en
Chemical Engineering Education,,N/A,1993,N/A,Chemical engineering,420,N/A,0,en
MCSE Training Guide,"Edward Tetz, Ed Wilson, Daniel A. Lauer",New Riders Publishing,1998,"Covering the new Windows 95 core exam (#70-64), this book/CD-ROM features test questions and practice exams. The chapters are directly organized around the exam topics and objectives and feature numerous tables, figures, screen shots, and lists.",Computers,1148,N/A,0,en
Computer Science Illuminated,"Nell B. Dale, John Lewis",Jones & Bartlett Learning,2004,N/A,Computers,742,5,1,en
"Scientific and Technical Acronyms, Symbols, and Abbreviations","Uwe Erb, Harald Keller",Wiley-Interscience,2001-03-12,"With 200,000 entries in over eighty different fields, Scientific and Technical Acronyms, Symbols, and Abbreviations is the most comprehensive reference of its type, covering more scientific and technical disciplines than any other available book. This invaluable resource will help scientists, engineers, and researchers understand and utilize current terminology in almost any field-from aeronautics to zoology. All accepted abbreviations, acronyms, and symbols are included, from the most obscure to the most common, as well as an appendix that provides important lists of units, systems of units, conversion factors, and prefixes. Science writers, journalists, translators, interpreters-anyone working in or around the sciences-will find this a helpful, easy-to-use guide to difficult technical jargon. Entries are listed in alphabetical order and are defined according to the field in which they are currently in use. Multiple definitions are listed for abbreviations and acronyms that may be in use in more than one field. For instance, the entry for the abbreviation ""cb"" would show several meanings: ""CB"" for Canada Balsam, ""Cb"" for cerebellum, and ""c-B"" for crystalline boron, among others. Entries for terms in languages other than English are included, as well as abbreviations for all known scientific and technical journals. Simple, comprehensive, and up-to-date, Scientific and Technical Acronyms, Symbols, and Abbreviations is a complete and vital reference for professionals in almost any scientific or technical discipline.",Language Arts & Disciplines,2136,N/A,0,en
Aeroplane and Commercial Aviation News,,N/A,1962,N/A,Aeronautics,772,N/A,0,en
Philosophical Transactions of the Royal Society of London,,N/A,1896,N/A,Electronic journals,754,N/A,0,en
Philosophical Transactions,Royal Society (Great Britain),N/A,1896,"Contains papers on mathematics or physics. Continued by Philosophical transactions, Physical sciences and engineering and Philosophical transactions, Mathematical, physical and engineering sciences.",Mathematics,768,N/A,0,en
Philosophical Transactions of the Royal Society,,N/A,1896,N/A,,760,N/A,0,en
Official Gazette (Republic of the Philippines).,Philippines,N/A,1917,N/A,Gazettes,1932,N/A,0,en
New Scientist,,N/A,1985,N/A,Science,1056,N/A,0,en
Computer Design,,N/A,1970,N/A,Computer engineering,1766,N/A,0,en
Congressional Record,United States. Congress,N/A,2007,N/A,Law,1540,N/A,0,en
Tapestry Writing 1,Meredith Pike-Baky,Thomson Heinle,2000,Empower your students with the new Tapestry Writing series!,Foreign Language Study,228,N/A,0,en
Computers for Business,"Hugh J. Watson, Archie B. Carroll","Business Publications, Incorporated",1984,N/A,Business & Economics,442,N/A,0,en
Electronics,,N/A,1973,"June issues, 1941-44 and Nov. issue, 1945, include a buyers' guide section.",Electronics,1166,N/A,0,en
Lick Observatory Bulletins,Lick Observatory,N/A,1905,N/A,Astronomy,254,N/A,0,en
Applied Science & Technology Index,,N/A,1996,N/A,Engineering,1618,N/A,0,en
Western Aerospace,,N/A,1959,N/A,Aeronautics,718,N/A,0,en
Computers and Data Processing,"Harvey M. Deitel, Barbara Deitel",Academic Press,2014-05-10,"Computers and Data Processing provides information pertinent to the advances in the computer field. This book covers a variety of topics, including the computer hardware, computer programs or software, and computer applications systems. Organized into five parts encompassing 19 chapters, this book begins with an overview of some of the fundamental computing concepts. This text then explores the evolution of modern computing systems from the earliest mechanical calculating devices to microchips. Other chapters consider how computers present their results and explain the storage and retrieval of massive amounts of computer-accessible information from secondary storage devices. This book discusses as well the development installation, evaluation, and control of computer systems. The final chapter discusses the use of computers in the transportation systems and the ways in which they make possible other innovations in transportation. This book is a valuable resource for computer scientists, systems analysts, computer programmers, mathematicians, and computer specialists.",Computers,665,N/A,0,en
Fiscal Year 1990 Department of Energy Authorization: Basic energy science and general science and research,"United States. Congress. House. Committee on Science, Space, and Technology. Subcommittee on Energy Research and Development",N/A,1989,N/A,Energy policy,356,N/A,0,en
California. Court of Appeal (3rd Appellate District). Records and Briefs,California (State).,N/A,N/A,Number of Exhibits: 3,Law,338,N/A,0,en
Introduction to Quantum Computers,Gennady P. Berman,World Scientific,1998,"Quantum computing promises to solve problems which are intractable on digital computers. Highly parallel quantum algorithms can decrease the computational time for some problems by many orders of magnitude. This important book explains how quantum computers can do these amazing things. Several algorithms are illustrated: the discrete Fourier transform, Shor's algorithm for prime factorization; algorithms for quantum logic gates; physical implementations of quantum logic gates in ion traps and in spin chains; the simplest schemes for quantum error correction; correction of errors caused by imperfect resonant pulses; correction of errors caused by the nonresonant actions of a pulse; and numerical simulations of dynamical behavior of the quantum Control-Not gate. An overview of some basic elements of computer science is presented, including the Turing machine, Boolean algebra, and logic gates. The required quantum ideas are explained.",Computers,200,4,2,en
Bulletin,,N/A,1956,N/A,Engineering,534,N/A,0,en
Interavia,,N/A,1962,N/A,Aeronautics,886,N/A,0,en
Essential Introduction to Computers,"Gary B. Shelly, Thomas J. Cashman, Misty E. Vermaat",Course Technology,2007-04,"The perfect coverage of essential computer concepts for a course geared towards application software. Topics include hardware, software, communications, networks, the Internet, and covers information on how to purchase computers for personal use.",Computers,44,N/A,0,en
The Media Equation,"Byron Reeves, Clifford Nass",Center for the Study of Language and Information Publications,1996-09-13,"According to popular wisdom, humans never relate to a computer or a television program in the same way they relate to another human being. Or do they? The psychological and sociological complexities of the relationship could be greater than you think. In an extraordinary revision of received wisdom, Byron Reeves and Clifford Nass demonstrate convincingly in The Media Equation that interactions with computers, television, and new communication technologies are identical to real social relationships and to the navigation of real physical spaces. Using everyday language, the authors explain their novel ideas in a way that will engage general readers with an interest in cutting-edge research at the intersection of psychology, communication and computer technology. The result is an accessible summary of exciting ideas for modern times. As Bill Gates says, '(they) ... have shown us some amazing things'.",Computers,317,N/A,0,en
Solid State Abstracts,,N/A,1960,N/A,Electronics,676,N/A,0,en
The Insiders Chronicle,,N/A,1991-07,N/A,Finance,402,N/A,0,en
Occasional Papers,U.S. Army Engineer School,N/A,1908,N/A,,848,N/A,0,en
Records & Briefs New York State Appellate Division,,N/A,N/A,N/A,,1132,N/A,0,en
Bulletin,,N/A,1920,N/A,Agriculture,400,N/A,0,en
Bell & Howell Newspaper Index to the Washington Post,Bell & Howell Co. Indexing Center,N/A,1981,N/A,Newspapers,906,N/A,0,en
The Origins of Digital Computers,B. Randell,Springer Science & Business Media,2012-12-06,"My interest in the history of digital computers became an active one when I had the fortune to come across the almost entirely forgotten work of PERCY LUDGATE, who designed a mechanical program-controlled computer in Ireland in the early 1 'JOO's. I undertook an investigation of his life and work, during which I began to realise that a large number of early developments, which we can now see as culminating in the modern digital computer, had been most undeservedly forgotten. Hopefully, historians of science, some of whom are now taking up the subject of the development of the computer and accumulating valuable data, particularly about the more recent events from the people concerned, will before too long provide us with comprehensive analytical accounts of the invention of the computer. The present book merely aims to bring together some of the more important and interesting written source material for such a history of computers. (Where necessary, papers have been translated into English, but every attempt has been made to retain the flavour of the original, and to avoid possibly misleading use of modern computing terminology.",Computers,458,N/A,0,en
Mindstorms,Seymour A Papert,Basic Books,2020-10-06,"In this revolutionary book, a renowned computer scientist explains the importance of teaching children the basics of computing and how it can prepare them to succeed in the ever-evolving tech world. Computers have completely changed the way we teach children. We have Mindstorms to thank for that. In this book, pioneering computer scientist Seymour Papert uses the invention of LOGO, the first child-friendly programming language, to make the case for the value of teaching children with computers. Papert argues that children are more than capable of mastering computers, and that teaching computational processes like de-bugging in the classroom can change the way we learn everything else. He also shows that schools saturated with technology can actually improve socialization and interaction among students and between students and teachers. Technology changes every day, but the basic ways that computers can help us learn remain. For thousands of teachers and parents who have sought creative ways to help children learn with computers, Mindstorms is their bible.",Education,272,N/A,0,en
"Computers, Ethics, and Society","M. David Ermann, Mary B. Williams","Oxford University Press, USA",1990,"Ideal for students in sociology, philosophy, and computer science courses, Computers, Ethics, and Society serves as a reminder that although technology has the potential to improve or undermine our quality of life, it is society which has the power to ultimately decide how computers will affect our lives. Computers, Ethics, and Society, now in its second edition, provides a stimulating set of interdisciplinary readings specifically designed to understand these issues. The readings examine current computer problems, discussing them at a level that can explain future realities.",Computers,388,N/A,0,en
Subject Guide to Books in Print,,N/A,1984,N/A,American literature,1528,N/A,0,en
Board of Education of the Aptakisic-Tripp School District No. 102 V. County of Lake,,N/A,1987,N/A,Legal briefs,208,N/A,0,en
Illinois Technograph,,N/A,1957,N/A,College student newspapers and periodicals,612,N/A,0,en
Your Computer Is on Fire,"Thomas S. Mullaney, Benjamin Peters, Mar Hicks, Kavita Philip",MIT Press,2021-03-09,"Technology scholars declare an emergency: attention must be paid to the inequality, marginalization, and biases woven into our technological systems. This book sounds an alarm: we can no longer afford to be lulled into complacency by narratives of techno-utopianism, or even techno-neutrality. We should not be reassured by such soothing generalities as ""human error,"" ""virtual reality,"" or ""the cloud."" We need to realize that nothing is virtual: everything that ""happens online,"" ""virtually,"" or ""autonomously"" happens offline first, and often involves human beings whose labor is deliberately kept invisible. Everything is IRL. In Your Computer Is on Fire, technology scholars train a spotlight on the inequality, marginalization, and biases woven into our technological systems.",Computers,417,N/A,0,en
American Aviation,,N/A,1956,Issues for include Annual air transport progress issue.,Aeronautics,2248,N/A,0,en
From Counterculture to Cyberculture,Fred Turner,University of Chicago Press,2010-10-15,"In the early 1960s, computers haunted the American popular imagination. Bleak tools of the cold war, they embodied the rigid organization and mechanical conformity that made the military-industrial complex possible. But by the 1990s—and the dawn of the Internet—computers started to represent a very different kind of world: a collaborative and digital utopia modeled on the communal ideals of the hippies who so vehemently rebelled against the cold war establishment in the first place. From Counterculture to Cyberculture is the first book to explore this extraordinary and ironic transformation. Fred Turner here traces the previously untold story of a highly influential group of San Francisco Bay–area entrepreneurs: Stewart Brand and the Whole Earth network. Between 1968 and 1998, via such familiar venues as the National Book Award–winning Whole Earth Catalog, the computer conferencing system known as WELL, and, ultimately, the launch of the wildly successful Wired magazine, Brand and his colleagues brokered a long-running collaboration between San Francisco flower power and the emerging technological hub of Silicon Valley. Thanks to their vision, counterculturalists and technologists alike joined together to reimagine computers as tools for personal liberation, the building of virtual and decidedly alternative communities, and the exploration of bold new social frontiers. Shedding new light on how our networked culture came to be, this fascinating book reminds us that the distance between the Grateful Dead and Google, between Ken Kesey and the computer itself, is not as great as we might think.",History,340,3.5,3,en
Fundamentals of Computing,Allen B. Tucker,N/A,1992,N/A,Electronic data processing,0,N/A,0,en
Neural Networks,"S?ren Brunak, Benny Lautrup",World Scientific,1990,"Both specialists and laymen will enjoy reading this book. Using a lively, non-technical style and images from everyday life, the authors present the basic principles behind computing and computers. The focus is on those aspects of computation that concern networks of numerous small computational units, whether biological neural networks or artificial electronic devices.",Computers,200,N/A,0,en
Embedded Computers,United States Accounting Office (GAO),Createspace Independent Publishing Platform,2018-06-12,Embedded Computers: B-1B Computers Must Be Upgraded to Support Conventional Requirements,,26,N/A,0,en
Infosystems,,N/A,1983,N/A,Business,1520,N/A,0,en
Discovering Computers - Fundamentals 2011 Edition,"Gary Shelly, Misty Vermaat",Cengage Learning,2010-02-25,"DISCOVERING COMPUTERS - FUNDAMENTALS, 2011 Edition covers the same breadth, but with less depth than Discovering Computers 2011, Complete. The text is ideal for use in a short course on computer concepts or in application software courses because of its thorough and concise coverage. Students will gain a solid understanding of the current trends in technology and computer concepts as they are applied to today’s digital world. Updated for currency, this book and the robust Online Companion provide students with the most up-to-date information on the latest technology in today’s digital world. Important Notice: Media content referenced within the product description or the product text may not be available in the ebook version.",Computers,568,N/A,0,en
Computer Concepts,"Gary B. Shelly, Thomas J. Cashman",Thomson South-Western,1990,N/A,Computers,420,N/A,0,en
Proceedings of the Topical Meeting on New Horizons in Radiation Protection and Shielding,,N/A,1992,N/A,Science,668,N/A,0,en
Astronomical Observations,"Royal Observatory, Greenwich",N/A,1912,N/A,Astronomy,808,N/A,0,en
"""Code of Massachusetts regulations, 1991""",,N/A,1991,Archival snapshot of entire looseleaf Code of Massachusetts Regulations held by the Social Law Library of Massachusetts as of January 2020.,,402,N/A,0,en
"Astronomical Results from Observations Made at the Royal Observatory, Greenwich, in the Year ...",,N/A,1912,N/A,Astronomy,420,N/A,0,en
"""Code of Massachusetts regulations, 1990""",,N/A,1990,Archival snapshot of entire looseleaf Code of Massachusetts Regulations held by the Social Law Library of Massachusetts as of January 2020.,,368,N/A,0,en
"""Code of Massachusetts regulations, 1988""",,N/A,1988,Archival snapshot of entire looseleaf Code of Massachusetts Regulations held by the Social Law Library of Massachusetts as of January 2020.,,220,N/A,0,en
"Greenwich Observations in Astronomy and Magnetism Made at the Royal Observatory, Greenwich, the Royal Greenwich Observatory, Herstmonceux and the Royal Greenwich Observatory, Abinger in the Year ...",,N/A,1912,N/A,Astronomy,690,N/A,0,en
"""Code of Massachusetts regulations, 1992""",,N/A,1992,Archival snapshot of entire looseleaf Code of Massachusetts Regulations held by the Social Law Library of Massachusetts as of January 2020.,,414,N/A,0,en
"Astronomical and Magnetical and Meteorological Observations Made at the Royal Observatory, Greenwich, in the Year ...",,N/A,1912,N/A,Astronomy,682,N/A,0,en
"Sundry Civil Appropriation Bill, 1922",United States. Congress. House. Committee on Appropriations,N/A,1920,N/A,"Sundry civil appropriation bill, 1922",1658,N/A,0,en
U.S. News & World Report,,N/A,1999,N/A,United States,714,N/A,0,en
Dissertation Abstracts International,,N/A,1998,N/A,"Dissertations, Academic",516,N/A,0,en
The Computer-Based Patient Record,"Committee on Improving the Patient Record, Institute of Medicine",National Academies Press,1997-10-28,"Most industries have plunged into data automation, but health care organizations have lagged in moving patients' medical records from paper to computers. In its first edition, this book presented a blueprint for introducing the computer-based patient record (CPR). The revised edition adds new information to the original book. One section describes recent developments, including the creation of a computer-based patient record institute. An international chapter highlights what is new in this still-emerging technology. An expert committee explores the potential of machine-readable CPRs to improve diagnostic and care decisions, provide a database for policymaking, and much more, addressing these key questions: Who uses patient records? What technology is available and what further research is necessary to meet users' needs? What should government, medical organizations, and others do to make the transition to CPRs? The volume also explores such issues as privacy and confidentiality, costs, the need for training, legal barriers to CPRs, and other key topics.",Medical,257,N/A,0,en
Catalogue of 8241 Stars Between 05̊0 ́and 51̊0 ́of North Declination 1855 for the Epoch 1875 Deduced from Observations Made According to the Programme of the Astronomische Gesellschaft at the Dudley Observatory of Albany During the Years 1878 to 1882,Lewis Boss,N/A,1890,N/A,Astronomy,290,N/A,0,en
Scientific and Technical Aerospace Reports,,N/A,1970,Lists citations with abstracts for aerospace related reports obtained from world wide sources and announces documents that have recently been entered into the NASA Scientific and Technical Information Database.,Aeronautics,834,N/A,0,en
Mathematics for Elementary School Teachers,Tom Bassarear,N/A,2001,"The first and only text of its kind, ""Mathematics for Elementary School Teachers, 2/e, offers a comprehensive, content approach designed to foster hands-on, discovery-based mathematics instruction.Students first encounter new concepts through hands-on activities in the Explorations Manual, enabling them to construct their own understanding of the material. The text then serves as a resource for further investigation, explanation, and clarification. Unlike most texts, which present exercises very similar to examples, Bassarear demonstrates how real-life problems are generally complex and often filled with ambiguity. Students learn that there may be more than one way to find an answer--and even more than one answer.",Education,676,N/A,0,en
House documents,,N/A,1895,N/A,,516,N/A,0,en
A = B,"Marko Petkovsek, Herbert S Wilf, Doron Zeilberger",CRC Press,1996-01-01,"This book is of interest to mathematicians and computer scientists working in finite mathematics and combinatorics. It presents a breakthrough method for analyzing complex summations. Beautifully written, the book contains practical applications as well as conceptual developments that will have applications in other areas of mathematics.From the ta",Mathematics,231,N/A,0,en
Discovering Computers 98,Gary B. Shelly,N/A,1998,"With this latest edition, Shelly and Cashman have successfully blended coverage of the latest technology with core computer concepts to make learning about computers interesting and easy. This text provides the most current computer information available. Includes a dedicated Web site that underscores the importance of the World Wide Web.",Computers,388,N/A,0,en
Discovering Computers: Fundamentals,"Gary B. Shelly, Misty E. Vermaat",N/A,2012-04-19,"Students are guided through the latest trends in computer concepts and technology in an exciting and easy-to-follow format. Updated for currency, DISCOVERING COMPUTERS FUNDAMENTALS provides the most up-to-date information on the latest technology in today's digital world.",,0,N/A,0,en
Texas Register,Texas. Secretary of State,N/A,2007,N/A,Delegated legislation,1150,N/A,0,en
Schedule B. Statistical Classification of Domestic and Foreign Commodities Exported from the United States,United States. Bureau of the Census,N/A,1930,Includes changes entitled Public bulletin.,Commercial products,72,N/A,0,en
Discovering Computers 2000,"Gary B. Shelly, Thomas J. Cashman, Misty E. Vermaat",N/A,1999,N/A,Computers,404,N/A,0,en
Discovering Computers,"Gary B. Shelly, Misty Vermaat",N/A,2011-04-27,"DISCOVERING COMPUTERS: BRIEF, International Edition provides students with a current and thorough introduction to computers. This Shelly Cashman Series® text offers a dynamic and engaging solution to successfully teach students the relevancy of computer concepts in their personal, professional and academic lives through exciting new exercises that focus on problem solving and critical thinking.",Computer networks,536,N/A,0,en
Personal Computers for Education,Alfred M. Bork,HarperCollins Publishers,1985,N/A,Education,196,N/A,0,en
Fundamentals of Computing II,Allen B. Tucker,"McGraw-Hill Science, Engineering & Mathematics",1995,"This C++ volume is organized around the study of abstraction and its use in data structures and algorithms. Committed to the study of verification and computation complexity, the text and lab manual have been converted to C++ as a more natural treatment of object-oriented software design and programming.",Computers,584,N/A,0,en
The Beast of Revelation,Kenneth L Gentry,N/A,2015-11-17,"A careful historical and exegetical study of the Beast of Revelation as found in the Book of Revelation. It identifies the Beast as the Roman emperor Nero Caesar, the first persecutor of the Christian church in AD 64. The book also delves into the question of the date of the writing of Revelation, arguing that it was written by John the Apostle around AD 65 or 66.",,266,N/A,0,en
Persuasive Technology,B.J. Fogg,Elsevier,2003-01-04,"Can computers change what you think and do? Can they motivate you to stop smoking, persuade you to buy insurance, or convince you to join the Army? ""Yes, they can,"" says Dr. B.J. Fogg, director of the Persuasive Technology Lab at Stanford University. Fogg has coined the phrase ""Captology""(an acronym for computers as persuasive technologies) to capture the domain of research, design, and applications of persuasive computers.In this thought-provoking book, based on nine years of research in captology, Dr. Fogg reveals how Web sites, software applications, and mobile devices can be used to change people's attitudes and behavior. Technology designers, marketers, researchers, consumers—anyone who wants to leverage or simply understand the persuasive power of interactive technology—will appreciate the compelling insights and illuminating examples found inside. Persuasive technology can be controversial—and it should be. Who will wield this power of digital influence? And to what end? Now is the time to survey the issues and explore the principles of persuasive technology, and B.J. Fogg has written this book to be your guide.* Filled with key term definitions in persuasive computing*Provides frameworks for understanding this domain*Describes real examples of persuasive technologies",Computers,311,N/A,0,en
"""Code of Massachusetts regulations, 2002""",,N/A,2002,Archival snapshot of entire looseleaf Code of Massachusetts Regulations held by the Social Law Library of Massachusetts as of January 2020.,,538,N/A,0,en
Understanding Computers in a Changing Society,Deborah Morley,Course Technology,2012-06,"UNDERSTANDING COMPUTERS IN A CHANGING SOCIETY, 5E, International Edition gives readers a classic introduction to computer concepts and societal issues, delivering content that is relevant to today's career-focused student.",Computer science,359,N/A,0,en
"Letter from the Secretary of the Treasury, Transmitting Estimates of Appropriations...",,N/A,1894,N/A,,386,N/A,0,en
Story Machines: How Computers Have Become Creative Writers,"Mike Sharples, Rafael Pérez y Pérez",Routledge,2022-07-05,"This fascinating book explores machines as authors of fiction, past, present, and future. For centuries, writers have dreamed of mechanical storytellers. We can now build these devices. What will be the impact on society of AI programs that generate original stories to entertain and persuade? What can we learn about human creativity from probing how they work? In Story Machines, two pioneers of creative artificial intelligence explore the design and impact of AI story generators. The book covers three themes: language generators that compose coherent text, storyworlds with believable characters, and AI models of human storytellers. Providing examples of story machines through the ages, it covers the history, recent developments, and future implications of automated story generation. Anyone with an interest in story writing will gain a new perspective on what it means to be a creative writer, what parts of creativity can be mechanized, and what is essentially human. Story Machines is for those who have ever wondered what makes a good story, why stories are important to us, and what the future holds for storytelling.",Education,153,N/A,0,en
Understanding the Digital World,Brian W. Kernighan,Princeton University Press,2017-01-24,"The basics of how computer hardware, software, and systems work, and the risks they create for our privacy and security Computers are everywhere. Some of them are highly visible, in laptops, tablets, cell phones, and smart watches. But most are invisible, like those in appliances, cars, medical equipment, transportation systems, power grids, and weapons. We never see the myriad computers that quietly collect, share, and sometimes leak vast amounts of personal data about us. Through computers, governments and companies increasingly monitor what we do. Social networks and advertisers know far more about us than we should be comfortable with, using information we freely give them. Criminals have all-too-easy access to our data. Do we truly understand the power of computers in our world? Understanding the Digital World explains how computer hardware, software, networks, and systems work. Topics include how computers are built and how they compute; what programming is and why it is difficult; how the Internet and the web operate; and how all of these affect our security, privacy, property, and other important social, political, and economic issues. This book also touches on fundamental ideas from computer science and some of the inherent limitations of computers. It includes numerous color illustrations, notes on sources for further exploration, and a glossary to explain technical terms and buzzwords. Understanding the Digital World is a must-read for all who want to know more about computers and communications. It explains, precisely and carefully, not only how they operate but also how they influence our daily lives, in terms anyone can understand, no matter what their experience and knowledge of technology.",Computers,256,N/A,0,en
Personal Computers and the Family,Marvin B. Sussman,Psychology Press,1985,"A pioneering volume that explores the new phenomenon of the personal computer and its impact on the family. Family theorists express queries and concerns about the significance of the personal computer upon the organization, values, ideologies, and behavioral practices of family systems. The rich selection of ideas discussed in this groundbreaking book include the impact of computers on family dynamics and development; the family's response to this new technology; the potential benefits or harm to marital, parent-child relationships, and quality of family life; the use of microcomputers in family therapeutic processes; and the role of personal computers in the delivery of services to families.",Computers,226,N/A,0,en
The Use & Misuse of Computers in Education,Allan B. Ellis,Allan Ellis,1973,N/A,Education,248,N/A,0,en
Introduction to Computers and Data Processing,"Gary B. Shelly, Thomas J. Cashman",Brooks/Cole,1980,Alberta Authorized Resource for grade 10-12 ca 1980-1997.,Computers,528,N/A,0,en
Fundamentals of Computing,Allen B. Tucker,N/A,1994,N/A,Computer,497,N/A,0,en
Fundamentals of Computing I,Allen B. Tucker,McGraw-Hill Companies,1995,N/A,Computers,538,N/A,0,en
The Encyclopaedia Britannica,"Thomas Spencer Baynes, William Robertson Smith",N/A,1890,N/A,Encyclopedias and dictionaries,942,N/A,0,en
Computer Science with C++,"Reeta Sahoo, Gagan Sahoo",New Saraswati House India Pvt Ltd,N/A,A series of Book of Computers . The ebook version does not contain CD.,Computers,521,N/A,0,en
An Index to Undergraduate Science,National Science Foundation (U.S.). Office of Experimental Projects and Programs,N/A,1974,N/A,Education,204,N/A,0,en
Computer Design Aids for VLSI Circuits,"P. Antognetti, Donald O. Pederson, Hugo De Man",Springer Science & Business Media,2013-11-11,"The Nato Advanced Study Institute on ""Computer Design Aids for VLSI Circuits"" was held from July 21 to August 1, 1980 at Sogesta, Urbino, Italy. Sixty-three carefully chosen profes sionals were invited to participate in this institute together with 12 lecturers and 7 assistants. The 63 participants were selected from a group of almost 140 applicants. Each had the background to learn effectively the set of computer IC design aids which were presented. Each also had individual expertise in at least one of the topics of the Institute. The Institute was designed to provide hands-on type of experience rather than consisting of solely lecture and discussion. Each morning, detailed presentations were made concerning the critical algorithms that are used in the various types of computer IC design aids. Each afternoon a lengthy period was used to provide the participants with direct access to the computer programs. In addition to using the programs, the individual could, if his expertise was sufficient, make modifications of and extensions to the programs, or establish limitations of these present aids. The interest in this hands-on activity was very high and many participants worked with the programs every free hour. The editors would like to thank the Direction of SOGESTA for the excellent facilities, ~1r. R. Riccioni of the SOGESTA Computer Center and Mr. 11. Vanzi of the University of Genova for enabling all the programs to run smoothly on the set date. P.Antognetti D.O.Pederson Urbino, Summer 1980.",Technology & Engineering,543,N/A,0,en
GATE Computer Science and Information Technology,Nagpal D.P.,S. Chand Publishing,2009,This book has been prepared to meet the requirements of students preparing for GATE examination in Computer Science & Engineering discipline as per the prescribed.,Study Aids,806,N/A,0,en
MOBILE COMPUTING,NARAYAN CHANGDER,CHANGDER OUTLINE,2024-02-29,"THE MOBILE COMPUTING MCQ (MULTIPLE CHOICE QUESTIONS) SERVES AS A VALUABLE RESOURCE FOR INDIVIDUALS AIMING TO DEEPEN THEIR UNDERSTANDING OF VARIOUS COMPETITIVE EXAMS, CLASS TESTS, QUIZ COMPETITIONS, AND SIMILAR ASSESSMENTS. WITH ITS EXTENSIVE COLLECTION OF MCQS, THIS BOOK EMPOWERS YOU TO ASSESS YOUR GRASP OF THE SUBJECT MATTER AND YOUR PROFICIENCY LEVEL. BY ENGAGING WITH THESE MULTIPLE-CHOICE QUESTIONS, YOU CAN IMPROVE YOUR KNOWLEDGE OF THE SUBJECT, IDENTIFY AREAS FOR IMPROVEMENT, AND LAY A SOLID FOUNDATION. DIVE INTO THE MOBILE COMPUTING MCQ TO EXPAND YOUR MOBILE COMPUTING KNOWLEDGE AND EXCEL IN QUIZ COMPETITIONS, ACADEMIC STUDIES, OR PROFESSIONAL ENDEAVORS. THE ANSWERS TO THE QUESTIONS ARE PROVIDED AT THE END OF EACH PAGE, MAKING IT EASY FOR PARTICIPANTS TO VERIFY THEIR ANSWERS AND PREPARE EFFECTIVELY.",Computers,88,N/A,0,en
Computer Algorithms C++,"Ellis Horowitz, Sartaj Sahni, Sanguthevar Rajasekaran",Macmillan,1997,"The author team that established its reputation nearly twenty years ago with Fundamentals of Computer Algorithms offers this new title, available in both pseudocode and C++ versions. Ideal for junior/senior level courses in the analysis of algorithms, this well-researched text takes a theoretical approach to the subject, creating a basis for more in-depth study and providing opportunities for hands-on learning. Emphasizing design technique, the text uses exciting, state-of-the-art examples to illustrate design strategies.",Computers,800,5,1,en
