Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
The Romances of Dumas,Alexandre Dumas,N/A,1904,N/A,,708,N/A,0,en
Agenor de Mauleon,Alexandre Dumas,N/A,1900,N/A,,506,N/A,0,en
Reports,Great Britain. Royal Commission on Historical Manuscripts,N/A,1903,N/A,Great Britain,584,N/A,0,en
"The beginnings of Americanism, 1650-1710","William Peterfield Trent, Benjamin Willis Wells",N/A,1901,N/A,American literature,390,N/A,0,en
Bulletin of the Authors' League of America,,N/A,1917,N/A,,452,N/A,0,en
Collected Works,Walter Porter,"A-R Editions, Inc.",2017-01-01,"This volume brings together, for the first time in a critical edition, the complete works of the English composer Walter Porter (ca. 1587/ca. 15951659). One of a small number of English composers from the first half of the seventeenth century who embraced progressive Italianate methods of composition, Porter is further worthy of mention in histories of music for two reasons: he was the composer of the last book of English madrigals, and he claimed to have been the pupil of Claudio Monteverdi. His works survive primarily in two printed collections: Madrigales and Ayres (1632) and Mottets of Two Voyces (1657). Six of the 1657 Mottets also appear in York Minster Library, MS M. 5/13(S). One strophic song and three catches may also be attributed to Walter Porter and are included in an appendix.","Glees, catches, rounds, etc",301,N/A,0,en
On Humour,Simon Critchley,Routledge,2011-08-26,This is a fascinating and beautifully written book on what philosophy can tell us about humour and about what it is to be human. It will fascinate and intrigue anyone with a sense of humour.,Art,145,N/A,0,en
"Wit, Wisdom, and Beauties of Shakespeare",William Shakespeare,N/A,1887,N/A,,226,N/A,0,en
English Philosophers of the Seventeenth and Eighteenth Centuries,,N/A,1910,N/A,,452,N/A,0,en
"The Comedies, Histories, and Tragedies of Mr. William Shakespeare as Presented at the Globe and Blackfriars Theatres, Circa 1591-1623",William Shakespeare,N/A,1892,N/A,,234,N/A,0,en
The Life and Death of King Richard the Second,William Shakespeare,N/A,1910,N/A,,284,N/A,0,en
The Bible in Shakspeare,William Burgess,N/A,1903,N/A,Bible,320,N/A,0,en
Report on the Manuscripts of the Marquess of Lothian,"Great Britain. Royal Commission on Historical Manuscripts, Robert Schomberg Kerr Lothian (10th marquis of)",N/A,1905,N/A,Great Britain,556,N/A,0,en
"Comparative Aesthetics: Proportion and harmony of line and color in painting, sculpture, and architecture. 2d ed. rev. 1909",George Lansing Raymond,N/A,1909,N/A,,510,N/A,0,en
Abstract-bulletin of the Physical Laboratory of the National Electric Lamp Association,,N/A,1913,N/A,Electric lighting,614,N/A,0,en
Abstract-Bulletin,"General Electric Company. Lamp Dept., Nela Park, Cleveland. Nela Research Laboratory",N/A,1913,N/A,,888,N/A,0,en
The Vicomte de Bragelonne,Alexandre Dumas,N/A,1902,N/A,,524,N/A,0,en
The Speaker,,N/A,1910,N/A,Readers,624,N/A,0,en
The Plays of Oliver Goldsmith,"Oliver Goldsmith, George Ostler",N/A,1909,N/A,,568,N/A,0,en
The Complete Works of William Shakespeare,William Shakespeare,N/A,1914,N/A,,740,N/A,0,en
Cornelia von Thomas Kyd,"Robert Garnier, Thomas Kyd",N/A,1894,N/A,,88,N/A,0,en
The Shakspeare Treasury of Wisdom and Knowledge,"William Shakespeare, Charles Woodward STEARNS",N/A,1869,N/A,,456,N/A,0,en
Love Medicine,Louise Erdrich,Odyssey Editions,2010-08-15,"The first of Louise Erdrich’s polysymphonic novels set in North Dakota – a fictional landscape that, in Erdrich’s hands, has become iconic – Love Medicine is the story of three generations of Ojibwe families. Set against the tumultuous politics of the reservation,the lives of the Kashpaws and the Lamartines are a testament to the endurance of a people and the sorrows of history.",Fiction,431,1,1,en
Sessional Papers,Great Britain. Parliament. House of Commons,N/A,1905,N/A,Great Britain,978,N/A,0,en
The American Catalogue,,N/A,1908,N/A,American literature,1242,N/A,0,en
"The Poetical and Dramatic Works of Sir Charles Sedley: Bellamira, or The mistress. An essay on entertainments. Appendix: Works ascribed to Sedley on doubtful authority. The grumbler, a comedy of three acts: Poems and translations; The pastorals of Virgil. Notes. Bibliography of works by or ascribed to Sir Charles Sedley (p. 235-261)","Sir Charles Sedley, Vivian de Sola Pinto",N/A,1928,N/A,English drama,286,N/A,0,en
Catalogue,Phi Beta Kappa. Connecticut Alpha (Yale University),N/A,1905,N/A,,308,N/A,0,en
Specimen Days and Collect,Walt Whitman,N/A,1883,N/A,"Poets, American",390,N/A,0,en
Ben Jonson: A tale of a tub,Ben Jonson,N/A,1927,N/A,,642,N/A,0,en
Specimen Days & Collect,Walt Whitman,N/A,1883,N/A,"Poets, American",384,N/A,0,en
The Complete Works of Robert Burns (self-interpreting),Robert Burns,N/A,1886,N/A,Scottish poetry,490,N/A,0,en
National 4-H Club News,,N/A,1945,N/A,4-H clubs,986,N/A,0,en
Studies by Members of the Department of Romance Languages,University of Wisconsin Department of Romance Languages,N/A,1924,N/A,French literature,690,N/A,0,en
University of Wisconsin Studies in Language and Literature,,N/A,1924,N/A,,456,N/A,0,en
True Grit,Charles Portis,Abrams,2010-11-05,"#1 New York Times bestseller “An epic and a legend” —Washington Post “Quite simply, an American masterpiece.” —Boston Globe “The dialogue in True Grit is exquisite.” —David Mamet “Charles Portis had a wonderful talent—original, quirky, exciting.” —Larry McMurtry Charles Portis has long been acclaimed as one of America’s most enduring and incomparable literary voices, and his novels have left an indelible mark on the American canon. True Grit, his most famous novel, was first published in 1968, and has garnered critical acclaim as well as enthusiastic praise from countless passionate fans for more than fifty years. This story of danger and adventure in the old west became the basis for two award-winning films, the first starring John Wayne, in his only Oscar-winning role, as Marshall Rooster Cogburn, and the widely praised remake by the Coen brothers, starring Jeff Bridges. True Grit tells the story of Mattie Ross, who is just fourteen when the coward Tom Chaney shoots her father in Fort Smith, Arkansas, and robs him of his life, his horse, and $150 cash. Filled with an unwavering urge to avenge her father’s blood, Mattie finds and, after some tenacious finagling, enlists one-eyed Rooster Cogburn, the meanest available US Marshal, as her partner in pursuit, and they head off into Indian Territory after the killer. True Grit is essential reading. Not just a classic Western, but an undeniable classic of American literature as eccentric, cool, funny, and unflinching as Mattie Ross herself. For fans of either the John Wayne classic or the more recent Coen brothers’ movie, it’s a chance to relive the story of Mattie and Rooster and experience their story as it was originally told. For fans of taut, funny storytelling, it will be a joy to experience in its original form. This edition includes an afterword by bestselling author Donna Tartt (The Secret History and The Goldfinch) and a reading group guide.",Fiction,127,N/A,0,en
Deacon King Kong (Oprah's Book Club),James McBride,Penguin,2020-03-03,"Winner of the Anisfield-Wolf Book Award for Fiction Winner of the Gotham Book Prize One of Barack Obama's ""Favorite Books of the Year"" Oprah's Book Club Pick New York Times Readers Pick: 100 Best Books of the 21st Century Named one of the Top Ten Books of the Year by the New York Times, Entertainment Weekly and TIME Magazine A Washington Post Notable Novel From the author of The Heaven & Earth Grocery Store, the National Book Award–winning The Good Lord Bird, and the bestselling modern classic The Color of Water, comes one of the most celebrated novels of the year. In September 1969, a fumbling, cranky old church deacon known as Sportcoat shuffles into the courtyard of the Cause Houses housing project in south Brooklyn, pulls a .38 from his pocket, and, in front of everybody, shoots the project’s drug dealer at point-blank range. The reasons for this desperate burst of violence and the consequences that spring from it lie at the heart of Deacon King Kong, James McBride’s funny, moving novel and his first since his National Book Award–winning The Good Lord Bird. In Deacon King Kong, McBride brings to vivid life the people affected by the shooting: the victim, the African-American and Latinx residents who witnessed it, the white neighbors, the local cops assigned to investigate, the members of the Five Ends Baptist Church where Sportcoat was deacon, the neighborhood’s Italian mobsters, and Sportcoat himself. As the story deepens, it becomes clear that the lives of the characters—caught in the tumultuous swirl of 1960s New York—overlap in unexpected ways. When the truth does emerge, McBride shows us that not all secrets are meant to be hidden, that the best way to grow is to face change without fear, and that the seeds of love lie in hope and compassion. Bringing to these pages both his masterly storytelling skills and his abiding faith in humanity, James McBride has written a novel every bit as involving as The Good Lord Bird and as emotionally honest as The Color of Water. Told with insight and wit, Deacon King Kong demonstrates that love and faith live in all of us.",Fiction,385,N/A,0,en
Sacre Bleu,Christopher Moore,Harper Collins,2012-04-03,"“Christopher Moore is a very sick man, in the very best sense of that word.” —Carl Hiassen A magnificent “Comedy d’Art” from the author of Lamb, Fool, and Bite Me, Moore’s Sacré Bleu is part mystery, part history (sort of), part love story, and wholly hilarious as it follows a young baker-painter as he joins the dapper Henri Toulouse-Lautrec on a quest to unravel the mystery behind the supposed “suicide” of Vincent van Gogh. It is the color of the Virgin Mary's cloak, a dazzling pigment desired by artists, an exquisite hue infused with danger, adventure, and perhaps even the supernatural. It is . . . Sacré Bleu In July 1890, Vincent van Gogh went into a cornfield and shot himself. Or did he? Why would an artist at the height of his creative powers attempt to take his own life . . . and then walk a mile to a doctor's house for help? Who was the crooked little ""color man"" Vincent had claimed was stalking him across France? And why had the painter recently become deathly afraid of a certain shade of blue? These are just a few of the questions confronting Vincent's friends—baker-turned-painter Lucien Lessard and bon vivant Henri Toulouse-Lautrec—who vow to discover the truth about van Gogh's untimely death. Their quest will lead them on a surreal odyssey and brothel-crawl deep into the art world of late nineteenth-century Paris. Oh là là, quelle surprise, and zut alors! A delectable confection of intrigue, passion, and art history—with cancan girls, baguettes, and fine French cognac thrown in for good measure—Sacré Bleu is another masterpiece of wit and wonder from the one, the only, Christopher Moore.",Fiction,376,3.5,18,en
Journal of a Trapper,Osborne Russell,N/A,1921,N/A,Crow Indians,178,N/A,0,en
The Complete Works of Robert Burns,Robert Burns,N/A,1909,N/A,"Poets, Scottish",466,N/A,0,en
Old Province Tales,William Renwick Riddell,"Glasgow, Brook",1920,N/A,Ontario,296,N/A,0,en
The Poetical Works of Thomas Chatterton,,N/A,1878,N/A,,902,N/A,0,en
"The poems and songs of Robert Burns, with notes and glossary (by R. Ford).",Robert Burns,N/A,1902,N/A,Scotland,664,N/A,0,en
The Miscellaneous Works of Oliver Goldsmith,"Oliver Goldsmith, Sir James Prior",N/A,1859,N/A,,558,N/A,0,en
Advertising & Selling,,N/A,1927,N/A,Advertising,1266,N/A,0,en
Elements of Physiology and Hygiene,Ryland Thomas Brown,N/A,1872,N/A,Hygiene,300,N/A,0,en
"The Deserted Village, The Traveler, and Other Poems",Oliver Goldsmith,N/A,1907,N/A,,168,N/A,0,en
The Cheverels of Cheverel Manor,Lady Anne Emily Garnier Newdigate-Newdegate,N/A,1898,"Sir Roger Newdigate was the son of Sir Richard Newdigate and Elizabeth Twisden. His second wife was Hester Margaretta Mundy, daughter of Edward Mundy of Allestree in Derbyshire and Hester Miller.",,292,N/A,0,en
The Official Book of Mob Humor,Malcolm Kushner,Robert Reed Publishers,2012-02,"THE OFFICIAL BOOK OF MOB HUMOR by Malcolm Kushner and Foreword by Henry Hill, Former Lucchese crime family associate immortalized in the movie GoodfellasTHIS IS MUCH MORE THAN A JOKE BOOK: Whether it's the Mafia, Russian Mob, Mexican Mob, or Yakuza, organized criminals have one thing in common; they are no laughing matter- until now. The Official Book of Mob Humor is the first time all their wit, gaffes, and goof-ups have been organized into one place. Forget about Omerta. You will be squealing- with laughter. Extensively researched, this book is packed with hilarious, hard-to-believe-but-true stories of mobster activity around the world, jokes, puns, mob proverbs, mob pick-up lines, original New-Yorker-style cartoons, plus much more including: Over 90 actual newspaper headlines making fun of mobsters Over 200 titles of mob-related comedy films from 1930 - 2011 with plot summaries and stars Over 100 funny quotes from mob movies, mobsters,and comedians",Humor,0,N/A,0,en
Wisconsin Journal of Education,,N/A,1915,N/A,Education,310,N/A,0,en
Modern Eloquence,"Thomas Brackett Reed, Rossiter Johnson, Justin McCarthy, Albert Ellery Bergh",N/A,1900,N/A,"Speeches, addresses, etc",476,N/A,0,en
Collections of the Massachusetts Historical Society,Massachusetts Historical Society,N/A,1889,"For the statement above quoted, also for full bibliographical information regarding this publication, and for the contents of the volumes [1st ser.] v. 1- 7th series, v. 5, cf. Griffin, Bibl. of Amer. hist. society. 2d edition, 1907, p. 346-360.",Massachusetts,612,N/A,0,en
The Poems and Songs of Robert Burns,Robert Burns,N/A,1899,N/A,Scotland,724,N/A,0,en
Humanistic Studies,University of Iowa,N/A,1928,N/A,Philology,760,N/A,0,en
The Works of Charles Lamb,Charles Lamb,London : Chesterfield Society,1881,N/A,English essays,892,N/A,0,en
The Seventeenth-century English Essay,Elbert Nevius Sebring Thompson,"Iowa City, Ia., The University",1926,N/A,English essays,160,N/A,0,en
A Winter Romance in Poppy Land,Una Nixson Hopkins,N/A,1911,N/A,California,226,N/A,0,en
"The edeographic inductive reader, or The art of reporting in a month without the aid of a master. [With] A key",Francis Redfern,N/A,1875,N/A,,80,N/A,0,en
Lectures,Thomas Brackett Reed,N/A,1900,N/A,"Speeches, addresses, etc",494,N/A,0,en
"Remains, Historical and Literary, Connected with the Palatine Counties of Lancaster and Chester",,N/A,1878,N/A,Cheshire (England),260,N/A,0,en
Transactions of the Cumberland & Westmorland Antiquarian & Archeological Society,Cumberland and Westmorland Antiquarian and Archaeological Society,N/A,1927,List of members included in each volume except v. 1.,Cumberland (England),356,N/A,0,en
A Dictionary of Similes,Frank Jenners Wilstach,N/A,1916,N/A,Simile,540,1,1,en
The Burns Birthday Book,Robert Burns,N/A,1884,N/A,Aphorisms and apothegms,298,N/A,0,en
Collectanea Anglo-poetica,Thomas Corser,N/A,1878,N/A,English poetry,260,N/A,0,en
The Cumulative Book Index,,N/A,1907,A world list of books in the English language.,American literature,592,N/A,0,en
The United States Catalog,Ida M. Lynn,N/A,1928,N/A,American literature,894,N/A,0,en
Burton Historical Collection Leaflet,,N/A,1928,N/A,Detroit (Mich.),256,N/A,0,en
Law Notes,,N/A,1919,N/A,Law reviews,734,N/A,0,en
Letters from a Maine farm,Elliot Griffis,N/A,1920,N/A,Piano music,36,N/A,0,en
The Critic,,N/A,1885,N/A,,438,N/A,0,en
Lessons from Grimm,Shonna Slayton,Amaretto Press,2020-06-22,"Uncover the fairy tale secrets that made the Grimms famous. In fairy tales, a young woman can have impossibly long hair, a man can turn into a lion during the day, and a simple spindle can change a kingdom's history. There are few limits on characters we can create or the stories we tell. Our characters don’t necessarily have to look or act a certain way, and fairy tale magic can delight readers in fresh new ways. In Lessons from Grimm, you’ll do a deep dive into how the Grimms masterfully handle key elements of genre, character, setting, plot, fairy tale magic, and theme. Lessons from Grimm is perfect for teenage writers and up. While beginning authors will learn basic storytelling techniques, more advanced storytellers will hone in on specific tips for writing fairy tale magic and themes. By studying examples of well-known and more obscure tales, you'll come away with a fresh perspective on Grimms' fairy tales and lots of ideas for writing your own stories. * quickly brainstorm ideas * streamline the creative process * create endearing fairy tale characters * build on time-tested plots and themes * write a better fairy tale Bonus! The appendix includes comprehensive lists of characters, settings, plots, romance tropes, magic objects and more, saving you hours of research time. Get Lessons from Grimm today and get started writing your own magical tale.",Language Arts & Disciplines,216,N/A,0,en
Jesuits Telling Jokes,Nikolaas Sintobin,Loyola Press,2016-11-01,"A core tenet of Ignatian spirituality is that God can be found in all things. From the standpoint of the Jesuits, “all things” most definitely includes humor! In Jesuits Telling Jokes, Nikolaas Sintobin, SJ, uses a little Jesuit jocularity to introduce us to the Society of Jesus (the Jesuits)—how they began, who they are, what they do. Each chapter opens with a humorous cartoon and joke to illuminate one particular aspect of the Jesuits, and the rest of the chapter offers a brief but insightful look into a foundational Ignatian principle or practice, such as the discernment of spirits, finding freedom in obedience, and making the street a monastery. For anyone wanting a good laugh and a great introduction to how the Jesuits live, work, think, and pray, Jesuits Telling Jokes is the perfect place to start.",Religion,92,N/A,0,en
Nouveau Petit Larousse Illustre,Pierre Athanase Larousse,N/A,1924,N/A,"Encyclopedias and dictionaries, French",1780,N/A,0,en
"Index-catalogue of the Library of the Surgeon General's Office, United States",,N/A,1894,N/A,,868,N/A,0,en
Analytical Therapeutics,Constantin Hering,N/A,1875,N/A,,364,N/A,0,en
The Monthly Cumulative Book Index,,N/A,1907,N/A,American literature,574,N/A,0,en
The Brand New Catastrophe,Mike Scalise,Sarabande Books,2017-01-09,"“A very funny [memoir] about the frailties of the flesh, the absurdities of modern medicine, and how to stay sane amid it all” (Dave Eggers). Raucous family memoir meets medical adventure in this “winning literary debut” that explores the public and private theaters of illness (The New York Times Book Review). After a pituitary tumor bursts in Mike Scalise’s brain (diagnosed, by of all people a physician named Dr. Sunshine), it leaves him with a hole in head, and the hormone disorder acromegaly at age twenty-four. He also faces the exasperating challenge of navigating a new, alien world of illness maintenance among family, friends, and spouse. However, it’s his mother, who has a chronic heart condition and a flair for drama, who becomes a complicated model as she competes with her son for the status of “best sick person.” “Captur[ing] all the fright of a medical calamity and the humor and grace necessary to survive it (Kirkus Reviews), “Mike Scalise’s startling and slyly hilarious memoir is a heartfelt reminder of how astonishing, how terrifying, how absurd it is to be a body. An essential book for those who’ve lived through catastrophe, or only imagined it” (Alexandra Kleeman, author of You Too Can Have a Body Like Mine).",Biography & Autobiography,190,N/A,0,en
The Three Brontës,May Sinclair,"London : Hutchinson, 21 cm.",1914,N/A,Biography & Autobiography,362,N/A,0,en
The Field Guide to Dumb Birds of North America,Matt Kracht,Chronicle Books,2019-04-02,"National bestselling book: Featured on Midwest, Mountain Plains, New Atlantic, Northern, Pacific Northwest and Southern Regional Indie Bestseller Lists Perfect book for the birder and anti-birder alike A humorous look at 50 common North American dumb birds: For those who have a disdain for birds or bird lovers with a sense of humor, this snarky, illustrated handbook is equal parts profane, funny, and—let's face it—true. Featuring common North American birds, such as the White-Breasted Butt Nugget and the Goddamned Canada Goose (or White-Breasted Nuthatch and Canada Goose for the layperson), Matt Kracht identifies all the idiots in your backyard and details exactly why they suck with humorous, yet angry, ink drawings. With The Field Guide to Dumb Birds of North America, you won't need to wonder what all that racket is anymore! • Each entry is accompanied by facts about a bird's (annoying) call, its (dumb) migratory pattern, its (downright tacky) markings, and more. • The essential guide to all things wings with migratory maps, tips for birding, musings on the avian population, and the ethics of birdwatching. • Matt Kracht is an amateur birder, writer, and illustrator who enjoys creating books that celebrate the humor inherent in life's absurdities. Based in Seattle, he enjoys gazing out the window at the beautiful waters of Puget Sound and making fun of birds. ""There are loads of books out there for bird lovers, but until now, nothing for those that love to hate birds. The Field Guide to Dumb Birds of North America fills the void, packed with snarky illustrations that chastise the flying animals in a funny, profane way. "" – Uncrate A humorous animal book with 50 common North American birds for people who love birds and also those who love to hate birds • A perfect coffee table or bar top conversation-starting book • Makes a great Mother's Day, Father's Day, birthday, or retirement gift",Humor,178,4.5,2,en
"The Miscellaneous Works of Oliver Goldsmith, Including a Variety of Pieces Now First Collected. By James Prior",Oliver Goldsmith,N/A,1866,N/A,,558,N/A,0,en
The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,W. W. Norton & Company,2015-09-21,"Over 1 Million Copies Sold A New York Times Bestseller Winner of the James Beard Award for General Cooking and the IACP Cookbook of the Year Award ""The one book you must have, no matter what you’re planning to cook or where your skill level falls.""—New York Times Book Review Ever wondered how to pan-fry a steak with a charred crust and an interior that's perfectly medium-rare from edge to edge when you cut into it? How to make homemade mac 'n' cheese that is as satisfyingly gooey and velvety-smooth as the blue box stuff, but far tastier? How to roast a succulent, moist turkey (forget about brining!)—and use a foolproof method that works every time? As Serious Eats's culinary nerd-in-residence, J. Kenji López-Alt has pondered all these questions and more. In The Food Lab, Kenji focuses on the science behind beloved American dishes, delving into the interactions between heat, energy, and molecules that create great food. Kenji shows that often, conventional methods don’t work that well, and home cooks can achieve far better results using new—but simple—techniques. In hundreds of easy-to-make recipes with over 1,000 full-color images, you will find out how to make foolproof Hollandaise sauce in just two minutes, how to transform one simple tomato sauce into a half dozen dishes, how to make the crispiest, creamiest potato casserole ever conceived, and much more.",Cooking,1768,5,1,en
Analytical Repertory of the Symptoms of the Mind,Constantine Hering,N/A,1881,N/A,Homeopathy,384,N/A,0,en
Olde Penn,,N/A,1917,N/A,,32,N/A,0,en
Using Humor to Maximize Learning,Mary Kay Morrison,Globe Pequot Publishing Group Incorporated/Bloomsbury,2008,"What is humor exactly? How do you use it to maximize learning? If it is so important, why is it rarely mentioned in teacher preparation without some clues for finding and using it? The purpose of this book is to affirm, sustain, and encourage educators in the practice of humor not only as a personal tool to optimize a healthy lifestyle, but to maximize the benefits of humor in education. These benefits include current research-based data on the use of humor to nurture creativity, to increase the capacity for memory retention, to support an optimal learning environment and to build safe communities that reflect the relational trust necessary for collaborative learning. An environment of fun is an indicator of a culture of trust. Each chapter of this book includes a study group format and powerful practice ideas for leaders. These tools can facilitate creative data analysis for educational leaders interested in understanding the relatively new field of positive psychology and how it can contribute to a joyful learning environment that promotes collaborative relationships.",Education,220,N/A,0,en
The 100 Best Yo Mama Jokes,Jess Franken,N/A,2017-04-24,"A collection of the very best Yo Mama Jokes: Yo Mama So Fat, Yo Mama So Ugly, Yo Mama So Stupid and many more!",,123,N/A,0,en
The Thorn Keeper,Pepper Basham,N/A,2016-02-28,"With her newfound faith, Catherine Dougall hopes to take the remnants of her threadbare life and make something beautiful, even if society shuns every choice she makes. Dr. David Ross must save his war hospital from ruin, but when his notorious aunt makes an offer he can't refuse, he must choose between his surprising affection for a reformed flirt or his dreams. From the beautiful Derbyshire countryside to the trenches of World War One, Catherine and David must learn to trust in a God who never forgets his children and fashions beauty out of the most broken things.",Man-woman relationships,346,N/A,0,en
Mecklermedia's Official Internet World Internet Yellow Pages,,N/A,1996,N/A,Internet,968,N/A,0,en
"New Year, Same Trash",Samantha Irby,Vintage,2017-01-24,"Comedian, blogger and essayist Samantha Irby is not going to be a better person this year than she was last. Nope. With a small group of woo-woo others, Irby sets seventy micro-resolutions, and then—with the rest of us—she fails at almost every single one of them. Thoughtful, witty, poignant—the failed intentions in New Year Same Trash will make you laugh and cry. Because you know you’ve been there. You can’t wake up in time to go to brunch. Swimming three times a week? Who are you kidding. You’re not going to shower every day or pack your lunch every day. You’re definitely not going to choose a smart movie over mindless entertainment, because you’re tired. You’re lazy. And, no, you’re never going to be a positive thinker. “I didn’t do this. I’m gonna. Maybe.” Don’t worry. It’s okay. There’s always next year. Instantly recognizable to anyone who’s ever failed to make goals and stick with them, New Year Same Trash will bring hilarious relief. A Vintage Shorts Original. An ebook short.",Humor,28,N/A,0,en
American Humor Magazines and Comic Periodicals,David E. Sloane,Greenwood,1987-09-18,"This first annotated guide devoted entirely to American humor magazines and periodicals provides a comprehensive survey of a genre that has both enriched and reflected American mores, popular culture, and literature for over two hundred years. It offers analytical essays, bibliographies, and historical information on nearly three hundred of the most important individual publications, as well as extensive listings of rare periodicals about which very little is presently known.",Comics & Graphic Novels,696,N/A,0,en
Little Green Men,Christopher Buckley,Corsair,2012-06-21,"In 1994, Christopher Buckley published one of the most acclaimed and successful comic novels of the decade, Thank You for Smoking. Now Buckley returns to the strange land of Washington, D.C., in Little Green Men, a millennial comedy of manners about aliens and pundits . . . and how much they have in common. The reluctant hero of this hilarious novel is John Oliver Banion, a stuffy Washington talk-show host, whose privileged life is thrown into upheaval when aliens abduct him from his exclusive country-club golf course. But were his gray-skinned captors aliens . . . or something far more sinister? After Banion is abducted again--this time in Palm Springs--he believes he has been chosen by the extraterrestrials to champion the most important cause of the millennium, and he embarks on a crusade, appearing before a convention of UFO believers and demanding that Congress and the White House seriously investigate UFOs. His friends and family suspect that Banion is having some kind of manic-depressive midlife crisis and urge him to seek therapy before his credibility as a pillar of the punditocracy is ruined. So John Oliver Banion must choose: keep his establishment status or become the leader of millions of impassioned and somewhat scruffy new friends who want to expose the government's secret alien agenda. Little Green Men proves once and for all that the truth is out there. Way out there. And it reaffirms Christopher Buckley's status as the funniest humanoid writer in the universe.",Fiction,225,N/A,0,en
The Publishers Weekly,,N/A,1912,N/A,American literature,1212,N/A,0,en
The Complete Works,William Shakespeare,N/A,1891,N/A,,1286,N/A,0,en
Chertsey Worthies Library,,N/A,1878,N/A,English literature,360,N/A,0,en
The Complete Works of John Davies of Hereford (15 -1618),"John Davies, Alexander Balloch Grosart",N/A,1878,N/A,,356,N/A,0,en
The United States Catalog,,N/A,1924,N/A,American literature,2188,N/A,0,en
Old Penn,,N/A,1916,N/A,,824,N/A,0,en
Catalogue of the Library of the Peabody Institute of the City of Baltimore ...,"Johns Hopkins University. Peabody Institute. Library, George Peabody Library",N/A,1887,N/A,Dictionary catalogs,856,N/A,0,en
A Cumulated Index to the Books of ..,,N/A,1900,N/A,American literature,604,N/A,0,en
Poems. Miscellaneous pieces. Dramas. Criticism relating to poetry and the belles-lettres,Oliver Goldsmith,N/A,1856,N/A,,572,N/A,0,en
The Ophthalmic Year Book ...,,N/A,1922,N/A,Ophthalmology,644,N/A,0,en
Lamp ...,,N/A,1898,N/A,American literature,512,N/A,0,en
A Dictionary of the English Language,Samuel Johnson,N/A,1877,N/A,English language,1440,N/A,0,en
The Dog of the South,Charles Portis,Abrams,2007-06-05,"“[Charles Portis] understood, and conveyed, the grain of America, in ways that may prove valuable in future to historians trying to understand what was decent about us as a nation.” --Donna Tartt, New York Times Book Review Ray Midge is waiting for his credit card bill to arrive. His wife, Norma, has run off with her ex-husband, taking Ray's cards, shotgun and car. But from the receipts, Ray can track where they've gone. He takes off after them, as does an irritatingly tenacious bail bondsman, both following the romantic couple's spending as far as Mexico. There Ray meets Dr Reo Symes, the seemingly down-on-his-luck and rather eccentric owner of a beaten up and broken down bus, who needs a ride to Belize. The further they drive, in a car held together by coat-hangers and excesses of oil, the wilder their journey gets. But they're not going to give up easily.",Fiction,174,N/A,0,en
"The complete works of John Davies, ed. with intr. and notes, by A.B. Grosart",John Davies,N/A,1878,N/A,,342,N/A,0,en
Warping to the Internet,N. Salomón,Abacus Software,1995,"The Information Superhighway grows every day and by definition includes all online services--from CompuServe to America Online to the Internet itself. This book shows you how easy it can be to access these online services and the Internet using OS/2 Warp. From installation to tuning tips to online sessions, here is a practical guide to getting connected to the Internet and Information Superhighway with OS/2.",Computers,296,N/A,0,en
The Hollywood Spiral,Paul Neilan,Grand Central Publishing,2021-06-15,"From the author of Apathy and Other Small Victories, this darkly comic novel set in the near future about the race to find a missing cyber program with the power to bend reality—all before a fast-approaching comet destroys the earth. In the near future, after the internet grinds to a halt amid a wave of cyber-attacks, a company named Zodiac steps in to replace it with an evolved, augmented-reality version called The Grid. Harrigan, a hard-drinking private detective living as off-Grid as possible, is about to be evicted from his apartment when a stranger shows up asking for his help in finding Anna, an escort who he claims he's desperately in love with. Turns out that through Harrigan's new client, Anna has come into possession of a program/entity called Mirror, Mirror, which has the capacity to merge The Grid and reality, bending both to the whims of the program's user. Soon Harrigan finds himself up against the last surviving organized crime gangs in Los Angeles, Zodiac's mercenaries, and a mysterious group called The First Church Multiverse, all of whom are hot on the trail of Mirror, Mirror—if the comet rapidly approaching Earth doesn't kill them all first.",Fiction,211,N/A,0,en
The Flamethrowers,Rachel Kushner,Simon and Schuster,2013-04-02,"From the bestselling author whose debut novel, ""Telex from Cuba,"" was nominated for a National Book Award comes an extraordinarily ambitious new novel about a young artist and the worlds she encounters in New York and Rome in the mid-1970s.",Fiction,385,N/A,0,en
World's Greatest Dad Jokes (Volume 2),Abigail F. Brown,Cider Mill Press,2019-10-01,"Two men walk into a bar. The third man ducks. Nearly 200 new and improved dad jokes for any occasion. Be the stand-up comedian of the century with nearly 200 new and improved dad jokes for any occasion. This compact compendium of cheesy jokes is the perfect size for carrying with you for all your split-second bad joke needs. Never get stuck telling the same corny joke twice with this easy-to-use reference book to all things funny and punny. Whether you’re shopping for world’s Greatest Dads or a Faux Pa joker, World’s Greatest Dad Jokes (Volume 2) is perfect for anyone who appreciates a well-placed pun.",Humor,142,N/A,0,en
Humor That Works,Andrew Tarvin,"Page Two Books, Incorporated",2019-04,"Humor That Works is a business book on humor. No, that's not an oxymoron. It really is a business book and it really is about getting better results by having more fun. Because people who use humor in the workplace are more productive, less stressed, and happier. No joke; sources included.",Business & Economics,222,5,1,en
"Discover, Connect, Engage","Theresa Valko, Sarah Fabian, Robert Stevens",N/A,2006,N/A,Electronic information resource literacy,244,N/A,0,en
