Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
The Accountant,,N/A,1906,N/A,Accounting,942,N/A,0,en
Incidents and Anecdotes of the War,Orville James Victor,N/A,1862,N/A,United States,412,N/A,0,en
The Reform Advocate,,N/A,1926,N/A,Reform Judaism,878,N/A,0,en
The Spectator,,N/A,1911,"A weekly review of politics, literature, theology, and art.",English literature,1106,N/A,0,en
A Library of Poetry and Song,William Cullen Bryant,N/A,1870,N/A,American poetry,866,N/A,0,en
The Antique Buyer's Handbook 2 for Australia,Peter J. Cook,N/A,1990,N/A,Antiques,221,N/A,0,en
Flea Markets of Japan,Theodore Manning,Kodansha,2003,"This pocket-sized guide will prove indispensable to foreigners at Japanese flea markets. Includes: 117 flea markets, descriptions of things to buy, a ""survival kit"" of Japanese words and phrases, and bargaining techniques.",Antiques & Collectibles,194,N/A,0,en
A Collection of Antique Carpets,B. Altman & Co,N/A,1923,N/A,Antiques,72,N/A,0,en
The Personal Librarian,"Marie Benedict, Victoria Christopher Murray",Penguin,2021-06-29,"The Instant New York Times Bestseller! A Good Morning America* Book Club Pick! Named a Best Book of the Year by NPR! Named a Notable Book of the Year by the Washington Post! “Historical fiction at its best!”* A remarkable novel about J. P. Morgan’s personal librarian, Belle da Costa Greene, the Black American woman who was forced to hide her true identity and pass as white in order to leave a lasting legacy that enriched our nation, from New York Times bestselling authors Marie Benedict and Victoria Christopher Murray. In her twenties, Belle da Costa Greene is hired by J. P. Morgan to curate a collection of rare manuscripts, books, and artwork for his newly built Pierpont Morgan Library. Belle becomes a fixture in New York City society and one of the most powerful people in the art and book world, known for her impeccable taste and shrewd negotiating for critical works as she helps create a world-class collection. But Belle has a secret, one she must protect at all costs. She was born not Belle da Costa Greene but Belle Marion Greener. She is the daughter of Richard Greener, the first Black graduate of Harvard and a well-known advocate for equality. Belle’s complexion isn’t dark because of her alleged Portuguese heritage that lets her pass as white—her complexion is dark because she is African American. The Personal Librarian tells the story of an extraordinary woman, famous for her intellect, style, and wit, and shares the lengths she must go to—for the protection of her family and her legacy—to preserve her carefully crafted white identity in the racist world in which she lives.",Fiction,354,N/A,0,en
The Antiques Roadshow,"Fiona Malcolm, David Battie, Paul J. Atterbury, Hilary Kay",Mitchell Beazley,2008-03,"Partake in an on-the-page celebration of ""Antiques Roadshow""'s continuing success A full 27 years after its debut, the series remains one of the most popular on television, with its enduring appeal based on a winning combination of top-class antiques experts and enthusiastic collectors. Fiona Malcolm uncovers the show's origins, lists all the locations visited over the years, introduces the current team with illustrated biographies, and meets some of the experts at home to view the best-loved pieces in their own collections. Then, she takes readers on a behind-the-scenes tour to see the show's team of more than 60 people work to make each program happen. You'll get to follow all the finely tuned planning and technical stages that lead up to filming, the action on the shooting day itself, and the process of editing the program for broadcast.The heart of the book recalls over 50 of the most fascinating and valuable finds discovered on ""Roadshow""--including a Ming vase, Faberge animals, and exceptional watercolor and oil paintings--with information on the piece and the story behind its discovery.",Antiques,160,N/A,0,en
Alice Neel,"Alice Neel, Jeremy Lewison, Museum of Fine Arts, Houston, Whitechapel Art Gallery",Yale University Press,2010,"""Explores the themes and stylistic developments of the art of Alice Neel, one of the greatest American painters of the twentieth century, with works spanning nearly seven decades, four essays and additional texts addressing themes and specific works, three artists' appreciations, and a chronology and bibliography""--Provided by publisher.",Art,304,N/A,0,en
BENDING THE WILLOW.,DAVID STUART. DAVIES,N/A,2022,N/A,,0,N/A,0,en
Kings County,Michael J. Semas,Arcadia Publishing,2005,"Kings County is slowly becoming modern, as California's urban areas continue to expand into rural and formerly agricultural land. Still the open skies here look down upon copious amounts of historical significance. From the dwellings of the early Yokut people, ferries across the Kings River, the arrival of the railroad, and the subsequent Mussell Slough tragedy to the expansion of Highway 198, modernist buildings in Hanford, and the military presence at Lemoore, Kings County boasts compelling stories and a diverse group of people and places. In this engaging retrospective, readers will enjoy fantastic images of a Kings County that some say no longer exists.",History,134,N/A,0,en
Our Red Army Ally,United States. War Department,N/A,1945,N/A,Soviet Union,77,N/A,0,en
Dilettanti,Bruce Redford,Getty Publications,2008-08-07,"Bruce Redford re-creates the vibrant culture of connoisseurship in Enlightenment England by investigating the multifaceted activities and achievements of the Society of Dilettani. Elegantly and wittily he dissects the British connoisseurs whose expeditions, collections, and publications laid the groundwork for the Neoclassical revival and for the scholarly study of Graeco-Roman antiquity. After the foundation of the society in 1732, the Dilettani commissioned portraits of the members. Including a striking group of mock-classical and mock-religious representations, these portraits were painted by George Knapton, Sir Joshua Reynolds, and Sir Thomas Lawrence. During the second half of the century, the society’s expeditions to the Levant yielded a series of pioneering architectural folios, beginning with the first volume The Antiquities of Athens in 1762. These monumental volumes aspired to empirical exactitude in text and image alike. They prepared the way for Specimens of Antient Sculpture (1809), which combines the didactic (detailed investigations into technique, condition, restoration, and provenance) with the connoisseurial (plates that bring the illustration of ancient sculpture to new artistic heights). The Society of Dilettanti’s projects and publications exemplify the Enlightenment ideal of the gentleman amateur, which is linked in turn to a culture of wide-ranging curiosity.",Art,240,N/A,0,en
The Art of Breguet,George Daniels,Philip Wilson Publishers,2021-05-04,N/A,Art,416,N/A,0,en
Guys Like Us,Tom Lorenz,Penguin Group,1990,N/A,Fiction,286,N/A,0,en
Buying Antiques Reference Book,"Arthur Wilfred Coysh, J. King",N/A,1969,N/A,Art objects,238,N/A,0,en
Harrison Decoded,"Rory McEvoy, Jonathan Betts",Oxford University Press,2020-04-27,"Harrison Decoded: Towards a Perfect Pendulum Clock brings together the output of a forty-year collaborative research project that unpicked and put into practice the fine details of John Harrison's extraordinary pendulum clock system. Harrison predicted that his unique method of making pendulum clocks could provide as much as one-hundred-times the stability of those made by his contemporaries. However, his final publication, which promised to describe the system, was a chaotic jumble of information, much of which had nothing to do with clockwork. One contemporary reviewer of Harrison's book could only suggest that the end result was a product of Harrison's 'superannuated dotage.' The focus of this book centres on the making, adjusting, and testing of Clock B which was the subject of various trials at the Royal Observatory, Greenwich. The modern history of Clock B is accompanied by scientific analysis of the clock system, Clock B's performance, the methods of data-gathering alongside historical perspectives on Harrison's clockmaking, that of his contemporaries, and some evaluation of the possible influence of early 18th century scientific thought.",Technology & Engineering,212,N/A,0,en
Breguet,Emmanuel Breguet,Alain de Gourcuff,1997,"Founded in 1775 by Abraham-Louis Breguet, the firm of Breguet has occupied a unique position in the field of prestige watchmaking. Considered the greatest watchmaker of all time, Abraham-Louis Breguet was the father of modern watchmaking, an innovator in both the technical and aesthetic fields. A work of reference containing a wealth of previously unpublished information, this is also a sumptuous art book, distinguished by the elegance of its design and the excellence of its illustrations. In addition, the author skillfully combines the histories of art, technical developments, politics and economics to create an appealing and accessible narrative. Over 500 illustrations present a visual history of the principal creations produced by the Breguet workshops over the last two hundred and twenty years. Many of the pieces illustrated are held in private collections and are photographed here for the first time.",Antiques & Collectibles,396,N/A,0,en
How to Make Money Out of Antiques,"Judith Miller, Ross James Edney",Raupo,1998-11-16,N/A,Antiques,160,N/A,0,en
"Collected Poems, 1937-1967",August Derleth,N/A,1967,N/A,Poetry,328,N/A,0,en
A Mechanical Bestiary,Alexis Kugel,N/A,2016,N/A,,0,N/A,0,en
Milton Avery,Milton Avery,N/A,1984,N/A,,22,N/A,0,en
"Nomadic Furniture: how to Build and where to Buy Lightweight Furniture that Folds, Collapses, Stacks, Knocks-down, Inflates Or Can be Thrown Away and Re-cycled","James Hennessey, Victor J. Papanek",N/A,1973,N/A,Furniture,168,5,1,en
Kenneth Jay Lane,"Kenneth Jay Lane, Harrice Simons Miller",Abrams,1996-09,"The designer tells ""about his remarkable career and equally remarkable life.""--Jacket.",Antiques & Collectibles,164,N/A,0,en
"American & European Antiques, the J. Bennett Nolan Estate, Reading, PA; + Bowers, Roman, Blum & Torgerson Collections",Pennypacker Auction Centre,N/A,1965,N/A,,0,N/A,0,en
The Four Seasons at the Lakes,Charles Dent Bell,N/A,1878,N/A,Lake District (England),72,N/A,0,en
The Horological Journal,,N/A,1876,N/A,Clocks and watches,364,N/A,0,en
Lalique Glass,Nicholas M. Dawes,Crown Publishing Group (NY),1986,N/A,Glassware,176,N/A,0,en
Nipper Collectibles,"Joan Rolfs, Robin Rolfs",N/A,2011,N/A,Antiques,256,N/A,0,en
"Elephants, Economics and Ivory","Edward B. Barbier, Joanne C. Burgess, Timothy M. Swanson, David W. Pearce",Routledge,2013-11-05,"Ivory is big business, and in some parts of Africa elephants have been hunted almost to extinction in the quest for it. The losses to African economies have been catastrophic. Now there is an international ban on the trade and conservation is. the principal goal. This should be a matter for rejoicing, but nothing is quite so simple. The authors of this book have looked at the overall statistics, including those for countries where the elephant population is stable. They have considered the multiplicity of economic and social functions fulfilled by ensuring that elephant herds survive, tourism, a variety of ecological purpose. and, finally, as a source of ivory. They show how the careful management of elephants as a resource can best serve African interests. This book is at the cutting edge of economic thinking and provides a model for the consideration of the difficult relationship between people and wildlife. Originally published in 19990",Business & Economics,176,N/A,0,en
The Works of James Fenimore Cooper; Volume 23,James Fenimore Cooper,Legare Street Press,2023-07-18,"This definitive collection brings together the complete works of James Fenimore Cooper, one of America's most celebrated authors. From his beloved Leatherstocking Tales to his lesser-known works of adventure and romance, Cooper's fiction continues to captivate and inspire readers today. This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work is in the ""public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",,0,N/A,0,en
Manhattan in Maps 1527-2014,"Paul E. Cohen, Robert T. Augustyn",Courier Corporation,2014-10-20,This handsome volume features 65 full-color maps charting Manhattan's development from the first Dutch settlement to the present. Each map is placed in context by an accompanying essay.,History,177,N/A,0,en
Delight in Design,"Vidya Dehejia, Dipti Khera, Yuthika Sharma, Wynyard R. T. Wilkinson",Mapin Publishing Pvt,2008,"This is a richly illustrated volume that focuses on the remarkably ornamented silverware produced by Indian craftsmen during the period of the British Raj. Silversmiths created elegant silver tea services, bowls, wine and water ewers, beer mugs, and goblets to adorn the sideboard or mantelpiece in a British Raj home, creating European forms fulfilling European requirements. These same silversmiths then adopted a unique manner of embellishing these objects with a variety of different motifs that reflect local taste and carry a recognizably local pattern. This book carries a set of five essays that explore different facets of the production and consumption of Indian silver for the Raj. It considers the silverware in terms of its clearly distinguishable regional styles, which is prefaced by two thematic sections, one on calling card cases and the other on tea services, which demonstrate its wide prevalence. The visual presentation of the silverware does justice to it dazzling quality. The book is published in conjunction with an exhibition that opens at the Miriam & Ira D Wallach Art Gallery, Columbia University, New York, in September 2008.",Decorative arts,0,N/A,0,en
"The Civil, Political, Professional and Ecclesiastical History, and Commercial and Industrial Record of the County of Kings and the City of Brooklyn, N. Y. from 1683 to 1884",Henry Reed Stiles,N/A,1884,N/A,"Brooklyn (New York, N.Y.)",876,N/A,0,en
The Works of Leo Tolstóy,graf Leo Tolstoy,N/A,1928,N/A,,0,N/A,0,en
The Rise of Everyday Design,"Monica Penick, Christopher Long, Harry Ransom Center",Yale University Press,2019-01-01,"This fresh look at the Arts and Crafts Movement charts its origins in reformist ideals, its engagement with commercial culture, and its ultimate place in everyday households.",Design,257,N/A,0,en
Aerobiology,"Michael L. Muilenberg, Harriet A. Burge",CRC Press,2018-04-20,"Aerobiology is the study of airborne particles that have an impact on humans and other organisms. Every day, we are exposed to airborne particles, including ""natural"" particles such as pollen, bacteria, and fungi, and ""unnatural"" particles, such as asbestos fibers and noxious chemicals. Aerobiology highlights the current interests in this field, primarily the ecology and distribution of airborne particles and their effects on health.",Nature,180,N/A,0,en
Antique Maps,"Carl Moreland, David Bannister",Phaidon Incorporated Limited,1994-01-01,"A standard reference work and collector's guide to old maps. Antique Maps is now firmly established as a definitive reference work. With extensive information on the general historical background, details of all the major map-makers and practical advice on collecting old maps, it provides an excellent introduction for the beginner as well as a mass of precise and clearly organized information for the expert and the serious collector. A beautiful edition in itself, this timeless volume evokes the elegance of maps from the past and the charm of all the distant places they suggest, to show them not only as historical artefacts but also as works of art.",Antiques & Collectibles,326,N/A,0,en
Taste,Stanley Tucci,Simon and Schuster,2021-10-05,"""From award-winning actor and food obsessive Stanley Tucci comes an intimate ... memoir of life in and out of the kitchen""--",Biography & Autobiography,304,4,1,en
Little Button Rose,Louisa May Alcott,Palala Press,2016-05-08,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",,76,N/A,0,en
Städtisches Wohnen im östlichen Mittelmeerraum 4. Jh. v. Chr.-1. Jh. n. Chr,"Sabine Ladstätter, Veronika Scheibelreiter, Veronika Scheibelreiter-Gail",Austrian Academy of Sciences Press,2010,"Vom 24. bis 27. Oktober 2007 fand an der Osterreichischen Akademie der Wissenschaften ein vom Institut fur Kulturgeschichte veranstaltetes internationales Kolloquium uber ""Stadtisches Wohnen im ostlichen Mittelmeerraum. 4. Jh. v. Chr. - 1. Jh. n. Chr."" statt, dessen Akten nun gedruckt vorliegen. Das vorliegende Werk ist ein wichtiger Beitrag zur Akkulturation des ostlichen Mittelmeerraums im ausgehenden Hellenismus sowie in der fruhen romischen Kaiserzeit. Unter Berucksichtung verschiedenster Einzelaspekte sowie einer breiten geographischen Streuung wurden Phanomene gegenseitiger kultureller Beeinflussung romischer und hellenistisch-griechischer Elemente sowie regionale Eigenheiten diskutiert. Bewusst gewahlt war dabei die Einschrankung auf die stadtische Wohnarchitektur, um eine Vergleichbarkeit der Evidenzen zu gewahrleisten sowie urbanistische Fragestellungen in die Uberlegungen einbeziehen zu konnen. Uber Ausstattung und Dekoration eroffnet sich der Blick auf die ""Alltagskultur""; infrastrukturelle und wirtschaftliche Einrichtungen kamen ebenso zur Sprache wie Formen privater Reprasentation und hausliche Kultpraktiken. Durch die in zahlreichen Referaten vorgestellten kontextuellen Auswertungen von Baubefund, Ausstattung und Hausrat entsteht nicht nur eine umfassende Materialbasis, sondern auch eine fundierte Diskussionsgrundlage fur Fragen nach kulturellen Identitaten sowie dem Verhaltnis von Zentrum und Peripherie.",Architecture,696,N/A,0,de
The Gold Book,Ben J. Dyer,N/A,1991-09-01,N/A,,150,N/A,0,en
Medicine,Robert E. Greenspan,N/A,2006,"The history of medicine, dentistry, pharmacy, and quack medicine is told by physicians, patients, nurses, writers, poets, artists, and many others through their quotes, letters, and art in order to give readers a chance to understand what medicine was like from the beginning of recorded history. The great discoveries and controversies, as well as the blunders, deceptions, and tragedies are best appreciated in the words and illustrations of those who were there at the time.",Medical,616,N/A,0,en
Netsuke Masks,Raymond Bushell,"Weatherhill, Incorporated",1995,"Netsuke are small toggles or buckles carved from wood or ivory. The Japanese in the seventeenth century used them to fasten pouches to their kimono belt, since kimonos had no pockets. This lavishly illustrated book takes the reader on an exciting tour of one type of netsuke—those carved to look like the masks used by stage actors.",Antiques & Collectibles,206,N/A,0,en
Following the Guidon,Elizabeth Bacon Custer,N/A,1890,"Army life on the western frontier, especially with Custer and the 7th cavalry in the Washita campaign, 1868-69.",Frontier and pioneer life,474,N/A,0,en
The Early Antigonids,Katerina Panogopoulou,Numismatic Studies,2023-04,"""A systematic analysis of the precious metal coinages in the name of 'king Antigonos'. traditionally assigned to the Macedonian king Antigonos Gonatas (283/277-239 BC). Chronological and hoard evidence suggest that they may belong to both Antigonos Gonatas and Antigonos Doson. The iconography reflects the main threads of Antigonid foreign policy""--","Coins, Greek",0,N/A,0,en
Tanglewood Tales,Nathaniel Hawthorne,N/A,1907,N/A,"Mythology, Classical",224,N/A,0,en
Fabulous Finds,"J. Lee Drexler, James R. Cohen",Linden Publishing,2011-05-01,"Offering an insider's look at the exciting modern art scene, this guide dishes out revealing stories and memorable encounters with the rich and famous--including Dr. Ruth Westheimer, Oprah Winfrey, and Luciano Pavarotti--as well as situations the author would rather forget, such as when a famous rock star tried to seduce her. Rich with personal insights and recollections, this entertaining account also offers a wealth of practical advice on how to successfully appraise and purchase fine art, furniture, antiques, and jewelry without getting cheated, whether in the United States or abroad. Tips on how to successfully sell acquisitions are also featured.",Biography & Autobiography,239,N/A,0,en
Cigar Box Lithographs,Charles J. Humber,FriesenPress,2018-11-16,"CIGAR BOX LITHOGRAPHS: The Inside Stories Uncovered is a thought-provoking production exposing its readership to more than 160 vintage cigar boxes manufactured during the late 19th and early 20th centuries. Most convey stunning litho- graphs that portray prominent historical figures. Such cigar boxes during the 19th century attracted a massive smoking cliental numbering in the millions.... While puffers more than one hundred years ago likely recognized the prominent personalities peering at them from the inside labels of these wooden cigar boxes, those same headlined names, today, are now essentially erased from memory. Lew Wallace (1827- 1905), portrayed in this stunning portrait label, is virtually a forgotten name today. World-famous during his day, he was not only a Major General during the Civil War but became more famous when he wrote what some consider to be the best-selling novel of the 19th century. His Ben Hur (see page 34), a novel that was turned into a Hollywood blockbuster winning a record eleven Oscars in 1959, was certainly the most read and the best-known book title during the 20th century, that is, until it was superseded by Gone with the Wind in the 1930s. By examining the cartouche to the left of this stunning label portrait, one detects Wallace’s role as a General during the Civil War, especially at the Battle of Shiloh. The cartouche to the right of his portrait details his writing studio in Crawfordsville, Indiana. This is where his most famous novel was written. Cigar boxes from the past often became an educational platform inadvertently recording and preserving history. To this day, this nearly 120-year old collectible cigar container whispers its provocative past, that is, providing one takes time out to lift its lid and peer at the lithographic image waiting to be re-discovered or uncovered.... Peer long enough and the box just might whisper its past to you.",Antiques & Collectibles,192,N/A,0,en
"The Homestead on the Hillside, and Other Tales",Mary Jane Holmes,N/A,1856,N/A,Literary Criticism,392,N/A,0,en
The Gold Book - Classics and Antiques 1897-1942,Ben J. Dyer,N/A,1993-03-01,N/A,,140,N/A,0,en
The Revolt Against Dualism,Arthur O. Lovejoy,N/A,1955,N/A,,428,N/A,0,en
Handbook of Marks on Pottery & Porcelain,"William Burton, Robert Lockhart Hobson",Createspace Independent Publishing Platform,1909,"This is a black-and-white facsimile reprint of the 1909 edition of ""Handbook Of Marks On Pottery & Porcelain"". Although it has been checked manually, it may contain imperfections such as marks, notations, marginalia and flawed pages.",Antiques & Collectibles,236,N/A,0,en
Wealth and Warfare,Frédérique Duyrat,N/A,2016,"This volume is the first comprehensive look at Syrian coin hoards and contains a catalogue of every coin hoard discovered in what is now modern Syria through 2010. Duyrat explores the definitions of ""hoard"" and ""treasure"", explores the circulation of currency in the ancient Levant, and considers excavation coins as well as the phenomenon of coin hoard discoveries during times of regional conflict. This is essential reading for anyone seriously interested in the origin of coin hoards in Syria, and how war effects the archaeological record, specifically through the lens of numismatics.",Antiques & Collectibles,0,N/A,0,en
J. Frank Dobie,Steven L. Davis,University of Texas Press,2010-01-01,"The first Texas-based writer to gain national attention, J. Frank Dobie proved that authentic writing springs easily from the native soil of Texas and the Southwest. In best-selling books such as Tales of Old-Time Texas, Coronado's Children, and The Longhorns, Dobie captured the Southwest's folk history, which was quickly disappearing as the United States became ever more urbanized and industrial. Renowned as ""Mr. Texas,"" Dobie paradoxically has almost disappeared from view—a casualty of changing tastes in literature and shifts in social and political attitudes since the 1960s. In this lively biography, Steven L. Davis takes a fresh look at a J. Frank Dobie whose ""liberated mind"" set him on an intellectual journey that culminated in Dobie becoming a political liberal who fought for labor, free speech, and civil rights well before these causes became acceptable to most Anglo Texans. Tracing the full arc of Dobie's life (1888–1964), Davis shows how Dobie's insistence on ""free-range thinking"" led him to such radical actions as calling for the complete integration of the University of Texas during the 1940s, as well as taking on governors, senators, and the FBI (which secretly investigated him) as Texas's leading dissenter during the McCarthy era.",Biography & Autobiography,297,N/A,0,en
The Wept of Wish-ton-wish,James Fenimore Cooper,N/A,1873,N/A,,492,N/A,0,en
In Miniature,Simon Garfield,Atria Books,2019-03-12,"Bestselling, award-winning writer Simon Garfield returns with an enthralling investigation of humans’ peculiar fascination with small things—and what small things tell us about our larger world. “[Simon Garfield is] an exuberant truffle-hound of the recondite and delightful factoid.” —Sunday Times (London) Simon Garfield writes books that shine a light on aspects of the everyday world in order to reveal the charms and eccentricities hiding in plain sight around us. After beguiling fans with books about everything from typography to time, from historic maps to the color mauve, he’s found his most delightful topic yet: miniatures. Tiny Eiffel Towers. Platoons of brave toy soldiers. A doll’s house created for a Queen. Diminutive crime scenes crafted to catch a killer. Model villages and miniscule railways. These are just a few of the objects you will discover in the pages of In Miniature. Bringing together history, psychology, art, and obsession, Garfield explores what fuels the strong appeal of miniature objects among collectors, modelers, and fans. The toys we enjoy as children invest us with a rare power at a young age, conferring on us a taste of adult-sized authority. For some, the desire to play with small things becomes a desire to make small things. We live in a vast and uncertain world, and controlling just a tiny, scaled-down part of it restores our sense of order and worth. As it explores flea circuses, microscopic food, ancient tombs, and the Vegas Strip, In Miniature changes the way we perceive our surroundings, encouraging all of us to find greatness in the smallest of things.",Art,336,N/A,0,en
Aikenside,Mary Jane Holmes,BoD – Books on Demand,2023-06-21,Reproduction of the original.,Fiction,314,N/A,0,en
The International Blade Collectors Association Price Guide to Antique Knives,J. Bruce Voyles,"Gower Publishing Company, Limited",1995,"Get updated prices on 40,000 knives, in six grades of condition, inside this complete guide to collecting pocketknives from 1800-1970. Grading, trends and history of more than 35 manufacturers included.",Antiques & Collectibles,480,N/A,0,en
The Charleston Interior,"J. Thomas Savage, N. Jane Iseley",Legacy Publications (NC),1995,N/A,Architecture,119,N/A,0,en
Protecting Endangered Species in the United States,"Jason F. Shogren, John Tschirhart",Cambridge University Press,2001-05-21,"The question of protecting US endangered species is explored by economists, biologists and political scientists.",Business & Economics,441,N/A,0,en
Starlite by Revlis,Theron Georges,N/A,2021-06,"In the highly anticipated sequel to the landmark Evergleam Book 60th Anniversary Deluxe Edition, author Theron Georges presents an all-new revolutionary essay ""Starlite by Revlis-A Sensational Revelation"" to the worldwide vintage aluminum Christmas tree-collecting community. ""Starlite by Revlis"" begins with the seemingly unremarkable discovery of a Revlis aluminum Christmas tree containing a scribbled inscription and a signature on its packaging. Like a message in a bottle, it had persevered, wandering adrift in and out of a Chicago storage unit over the span of more than 50 years before washing ashore. When its message was finally deciphered through research, it conveyed a sensational revelation! Embark on an odyssey that will crescendo towards a challenge to reconsider the popular history of the American aluminum Christmas tree.",,0,N/A,0,en
Chinese Art,Patricia Bjaaland Welch,Tuttle Publishing,2013-02-19,"With over 630 striking color photos and illustrations, this Chinese art guide focuses on the rich tapestry of symbolism which makes up the basis of traditional Chinese art. Chinese Art: A Guide to Motifs and Visual Imagery includes detailed commentary and historical background information for the images that continuously reappear in the arts of China, including specific plants and animals, religious beings, mortals and inanimate objects. The book thoroughly illuminates the origins, common usages and diverse applications of popular Chinese symbols in a tone that is both engaging and authoritative. Chinese Art: A Guide to Motifs and Visual Imagery is an essential reference for collectors, museum-goers, guides, students and anyone else with a serious interest in the culture and history of China.",Art,300,N/A,0,en
Gather Up the Fragments,"Mario S. De Pillis, Christian Goodwillie",Other Distribution,2008,"Struck by the beauty of every visible object in a Shaker kitchen they chanced to visit in 1923, young Edward Deming Andrews and his wife, Faith Young Andrews, embarked on a collection that became the passion of their lives. During the following decades, at a time when the art and artifacts of the Shakers were considered ""low"" art and unworthy of collecting or exhibiting, the Andrewses energetically collected objects, studied sources, and eventually mounted exhibits and published books on Shaker culture. This beautiful book is the first to document their unparalleled collection, presenting some 600 photographs, most never before published. In addition, the book brings to light the extraordinary story of the Andrewses' collecting and scholarship, their relationships with members of the United Society of Believers (commonly called Shakers) and with important New York City art-world figures of the 1930s, as well as their contributions toward the birth of the field of Shaker Studies. More than passionate collectors, Edward and Faith Andrews were intent on saving a distinct culture, and their accomplishment was to preserve for future generations the most comprehensive body of knowledge ever assembled about the Shakers. Exhibition Schedule: Hancock Shaker Village, Pittsfield, MA (May, 2008 - October, 2008) Fresno Metropolitan Museum, Fresno, CA (October, 2009 - December, 2009) Frist Museum, Nashville, TN (May, 2011 - August, 2011)",Antiques & Collectibles,408,N/A,0,en
Art Nouveau Domestic Metalwork from Württembergische Metallwarenfabrik,"Metallwarenfa Wurttembergishe, Antique Collectors' Club",Antique Collector's Club,2008,"Around the turn of the century, Württembergische Metallwarenfabrik was the world's largest manufacturer and exporter of household metalware. This book provides an insight into the type and style of domestic metalwork of the time, printed throughout in colour.",Art metal-work,0,N/A,0,en
A Companion to Ancient Greek Government,Hans Beck,John Wiley & Sons,2013-01-22,"This comprehensive volume details the variety of constitutions and types of governing bodies in the ancient Greek world. A collection of original scholarship on ancient Greek governing structures and institutions Explores the multiple manifestations of state action throughout the Greek world Discusses the evolution of government from the Archaic Age to the Hellenistic period, ancient typologies of government, its various branches, principles and procedures and realms of governance Creates a unique synthesis on the spatial and memorial connotations of government by combining the latest institutional research with more recent trends in cultural scholarship",History,535,N/A,0,en
The Leatherstocking Tales II,James Fenimore Cooper,N/A,2019-08-18,"- The Leatherstocking Tales II contains The Pathfinder and The Deerslayer - the last two of Cooper's epic series of five novels that were published more than a decade after The Pioneers, The Last of the Mohicans, The Prairie - also available from Heritage Publishing as The Leatherstocking Tales I.- Includes: The Pathfinder (1840 and The Deerslayer (1841).- Just as accessible and enjoyable for today's modern readers as they would have been when first published well over a century ago, the novels are some of the great works of American literature and continue to be widely read and studied throughout the world.- This meticulous edition from Heritage Illustrated Publishing is a faithful reproduction of the original texts.",,290,N/A,0,en
Antique Trader Oriental Antiques & Art,Mark Moran,Penguin,2003-08-18,"LOSE YOURSELF in the mysterious allure of the Far Easy with Antique Trader Oriental Antiques & Art, 2nd Edition by Mark Moran and Sandra Andacht. This wide-ranging guide to Asian treasures provides you with the information you need to catalog and evaluate your collection. Each section includes historical backgrounds, current values, and detailed descriptions of plethora of objects ranging from apparel and textiles, rugs and carpets, Chinese porcelain and pottery, to furniture, paintings, Japanese armor and weaponry, and Southeast Asian ceramics. • Chinese Porcelain & Pottery • Japanese Ceramics • Furniture • Ivory, Horn, Shell, Tortoiseshell • Lacquer • Rugs & Carpets • Glass • Jewelry • Cloisonne",Antiques & Collectibles,577,N/A,0,en
Antique French Textiles for Designers,June K. Laval,Schiffer Book,2004,"A basic history of French textiles, from the Middle Ages to Art Dco, and 416 beautiful color photographs demonstrate traditional and contemporary uses for tapestries, cottons, linens, laces, embroidery, needlepoint, and trims. Suggestions are given for their use in contemporary interior and home dcor.",Crafts & Hobbies,0,N/A,0,en
"Antique Trader's Antiques and Collectibles Price Guide, 1999",Kyle Husfloen,Antique Trader,1998-09,Gives prices for antiques and collectibles for the 1999 market.,Antiques & Collectibles,918,N/A,0,en
Antiques,,N/A,2004-11,N/A,Antiques,182,N/A,0,en
The Libraries of the Neoplatonists,Cristina D' Ancona,BRILL,2007-04-30,The transmission of Greek learning to the Arabic-speaking world paved the way to the rise of Arabic philosophy. This volume offers a deep and multifarious survey of transmission of Greek philosophy through the schools of late Antiquity to the Syriac-speaking and Arabic-speaking worlds.,Philosophy,572,N/A,0,en
Kovels' Antiques & Collectibles Price List,"Ralph M. Kovel, Terry H. Kovel",N/A,2000,N/A,Antiques,918,N/A,0,en
The Antique Trader's Antiques and Collectibles Price Guide 2000,Kyle Husfloen,Antique Trader,1999-09,"An illustrated, comprehensive price guide to antiques and collectibles.",Antiques & Collectibles,924,N/A,0,en
