Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Stefan Zweig and World Literature,"Birger Vanwesenbeeck, Mark H. Gelber",Boydell & Brewer,2014,"A new critical assessment of the works of the Austrian-Jewish author, in whom there has been a recent resurgence of interest, from the perspective of world literature.",History,280,N/A,0,en
The Contemporary Drama of England,Thomas H. Dickinson,N/A,1917,N/A,English drama,324,N/A,0,en
The British and American Drama of To-Day,Barrett H 1890-1953 Clark,Palala Press,2016-05-25,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",,0,N/A,0,en
The Drama of the Double,Katherine H. Burkman,Palgrave Macmillan,2014-01-14,"In this book, the author interrogates how narcissistic disturbances lead to the fragmentation and duplication that occur in the minds of mythic heroes and the fictional protagonists of modern drama, literature, and film. This examination focuses mostly on modern drama and exploring how Greek myths inform the literature.",Performing Arts,182,N/A,0,en
Working on a Song,Anaïs Mitchell,Penguin,2020-10-06,"""Working On A Song is one of the best books about lyric writing for the theater I've read.""—Lin-Manuel Miranda Anaïs Mitchell named to TIME's List of the 100 Most Influential People in the World of 2020 An illuminating book of lyrics and stories from Hadestown—the winner of eight Tony Awards, including Best Musical—from its author, songwriter Anaïs Mitchell with a foreword by Steve Earle On Broadway, this fresh take on the Greek myth of Orpheus and Eurydice has become a modern classic. Heralded as “The best new musical of the season,” by The Wall Street Journal, and “Sumptuous. Gorgeous. As good as it gets,” by The New York Times, the show was a breakout hit, with its poignant social commentary, and spellbinding music and lyrics. In this book, Anaïs Mitchell takes readers inside her more than decade’s-long process of building the musical from the ground up—detailing her inspiration, breaking down the lyrics, and opening up the process of creation that gave birth to Hadestown. Fans and newcomers alike will love this deeply thoughtful, revealing look at how the songs from “the underground” evolved, and became the songs we sing again and again.",Performing Arts,274,N/A,0,en
The Pochsy Plays,Karen Hines,Coach House Books,2004,"Beckett meets Betty Boop in this trilogy of monologues by Canadian cult heroine Pochsy, a nasty, vapid, utterly charming vixen. In Pochsy's Lips, she's in the hospital, convinced she's sick because she's got a squid where her heart should be. In Oh Baby, she's at the Last Resort, on holiday from her job packing mercury. And in Citizen Pochsy, our little minx is in the waiting room at an audit from hell. In The Pochsy Plays, Hines remodels and melds traditions like stand-up, absurdism, clowning and neo-cabaret to create some of the most original and cutting satire to hit the stage - and, now, the page. Walk a mile in her distressed calfskin boots as the dark and ditzy Pochsy garbles ad slogans, self-help mantras and desperate grabs at meaning into a postmodern pastiche that is hilarious and harrowing, sweet and bitter at the same time. With extensive photos and musical scores, and an introduction by Darren O'Donnell.",Drama,180,N/A,0,en
The British & American Drama of Today,Barrett H Clark,N/A,1992-05-01,N/A,,317,N/A,0,en
Reaching Down the Rabbit Hole,"Allan H. Ropper, Brian David Burrell",Macmillan + ORM,2014-09-30,"A Harvard neurologist’s “gripping” account of his day-to-day work that “rarely falls into jargon and always keeps the narrative lively and engaging” (Kirkus Reviews, starred review). Tell the doctor where it hurts—it sounds simple enough, unless the problem affects the very organ that produces awareness and generates speech. What is it like to try to heal the body when the mind is under attack? In this book, Dr. Allan H. Ropper and Brian David Burrell take us behind the scenes at Harvard Medical School’s neurology unit to show how a seasoned diagnostician faces down bizarre, life-altering afflictions. Like Alice in Wonderland, Dr. Ropper inhabits a world where absurdities abound: • A figure skater whose body has become a ticking time bomb • A salesman who drives around and around a traffic rotary, unable to get off • A college quarterback who can’t stop calling the same play • A child molester who, after falling on the ice, is left with a brain that is very much dead inside a body that is very much alive • A mother of two young girls, diagnosed with ALS, who has to decide whether a life locked inside her own head is worth living How does one begin to treat such cases, to counsel people whose lives may be changed forever? How does one train the next generation of clinicians to deal with the moral and medical aspects of brain disease? Dr. Ropper and his colleague answer these questions by taking the reader into a rarefied world where lives and minds hang in the balance. “Entertaining . . . Like an episode of the popular television series House, the book presents mysterious medical cases . . . In the hands of a lesser writer, this book might have been nothing more than a collection of colorful tales about the many ways a human brain can break down. But Dr. Ropper and Mr. Burrell manage to tell a more profound story about the value of men over machines.” —The New York Times Book Review “A captivating stroll through the concepts and realities of neurological science.” —Publishers Weekly “A must-read . . . each chapter reads like a detective story . . . This is medical writing at its best; in the tradition of Rouche, Lewis Thomas, and Oliver Sacks.” —V. S. Ramachandran, New York Times–bestselling author of The Tell-Tale Brain",Biography & Autobiography,257,N/A,0,en
"The British and American Drama of To-Day; Outlines for Their Study: Suggestions, Questions, Biograph",Barrett H. Clark,Wentworth Press,2019-03-11,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",Drama,332,N/A,0,en
Contemporary Plays,"Thomas H. Dickinson, Jack Randall Crawford",N/A,1925,N/A,American drama,668,N/A,0,en
The Spaces of Irish Drama,H. Lojek,Springer,2011-10-03,"Lojek provides extensive analysis of space in plays by living Irish playwrights, applying practical understandings of staging and the insights of geographers and spatial theorists to drama in an era increasingly aware of space.",Performing Arts,220,N/A,0,en
Business Periodicals Index,,N/A,1983,N/A,Business,1560,N/A,0,en
Masterplots II,Christian Hollis Moe,N/A,2004,"Masterplots II: Drama Series covers plays by important 20th century playwrights, such as Samuel Beckett, Arthur Miller, Eugene O'neill, George Bernard Shaw, neil Simon, and tennessee Williams.",Drama,0,N/A,0,en
Elements of Drama,"Robert Scholes, Carl H. Klaus","Oxford University Press, USA",1971,N/A,Literary Criticism,104,N/A,0,en
Collins Cambridge International AS & A Level – Cambridge International AS & A Level Drama Student’s Book,"Holly Barradell, Rebekah Beattie, Gail Deal, Mike Gould, Emma Hollis",HarperCollins UK,2021-06-07,"Exam Board: Cambridge Assessment International Education Level & Subject: Cambridge International AS & A Level Drama For examination from 2021 (AS Level), 2022 (AS and A Level)",Education,211,N/A,0,en
The Staging of Drama in the Medieval Church,Dunbar H. Ogden,N/A,2002,"Using original rubrics from some 1,200 manuscripts, this book demonstrates performance of the liturgical drama from the tenth through the sixteenth centuries. It lays out the staging space and traces the movements of the performers on architectural ground plans. The rubrics reveal a wealth of information about the creating of character through ecclesastical vestments and other costumes. It also includes a surprising range of directives for voice, gesture, and dumb show. The book provides a major theatrical source book for students and scholars in the field of drama.",History,274,N/A,0,en
Playwrights of the New American Theater,Thomas H. Dickinson,N/A,1925,N/A,Literary Criticism,348,N/A,0,en
Beyond The Bridge,"Tobias Hochscherf, Heidi Philipsen",Bloomsbury Publishing,2017-02-28,"Drawing worldwide acclaim from critics and audiences alike, programmes like The Killing, Borgen, The Bridge and The Legacy demonstrate widespread fascination with Danish style, aesthetics and culture as seen through television narratives. This book uses familiar, alongside lesser known, case studies of drama series to demonstrate how the particular features of Danish production - from work cultures, to storytelling techniques and trans-national cooperation - have enhanced contemporary Danish drama's appeal both at home and abroad. The era of globalisation has blurred national and international television cultures and promoted regular cross-fertilisation between film and television industries. Important questions have emerged from this context surrounding, for example, the 'Americanisation' of foreign television formats, the meaning and practice behind the term 'quality television', and the purpose and efficacy of public service broadcasting. Beyond the Bridge tackles these issues in relation to Danish television, by examining the so-called 'scaffolded production processes' behind the making of quality serials and their thought-provoking content. Drawing on popular motifs from these celebrated dramas such as foreign politics, organised crime, global warming, and the impact of multinational corporations, this timely book provides crucial insight into the Danish dramas at the forefront of sophisticated, forward-thinking, fictional television.",Performing Arts,280,N/A,0,en
Elizabethan Drama I,"Christopher Marlowe, William Shakespeare","Cosimo, Inc.",2010-01-01,"Originally published between 1909 and 1917 under the name ""Harvard Classics,"" this stupendous 51-volume set-a collection of the greatest writings from literature, philosophy, history, and mythology-was assembled by American academic CHARLES WILLIAM ELIOT (1834-1926), Harvard University's longest-serving president. Also known as ""Dr. Eliot's Five Foot Shelf,"" it represented Eliot's belief that a basic liberal education could be gleaned by reading from an anthology of works that could fit on five feet of bookshelf. Volume XLVI features four of the masterpiece tragedies by the greatest playwright in the English language-WILLIAM SHAKESPEARE (1564-1616)'s Hamlet, King Lear, Macbeth, and The Tempest, all written between 1599 and 1611. Also included in this volume is Edward the Second, a 1592 drama of court intrigue, by CHRISTOPHER MARLOWE (1564-1593), who greatly influenced Shakespeare's writing and who-some speculate-may actually have penned the plays credited to Shakespeare after faking his own death and taking on an assumed name.",Literary Collections,450,N/A,0,en
"A History of Modern Drama, Volume I",David Krasner,John Wiley & Sons,2011-11-07,"Covering the period 1879 to 1959, and taking in everything from Ibsen to Beckett, this book is volume one of a two-part comprehensive examination of the plays, dramatists, and movements that comprise modern world drama. Contains detailed analysis of plays and playwrights, connecting themes and offering original interpretations Includes coverage of non-English works and traditions to create a global view of modern drama Considers the influence of modernism in art, music, literature, architecture, society, and politics on the formation of modern dramatic literature Takes an interpretative and analytical approach to modern dramatic texts rather than focusing on production history Includes coverage of the ways in which staging practices, design concepts, and acting styles informed the construction of the dramas",Literary Criticism,420,N/A,0,en
Myself and I,Earl Sewell,Kimani Press,2010-09-01,"Lately, Keysha feels like a magnet for trouble—especially boy trouble. Her last love interest turned out to be a major fraud, and her ex, Wesley, refuses to accept that they're finished. Swearing off relationships and concentrating on herself seems like her smartest move. Then Keysha meets her new neighbor Jerry, who has every girl in town vying for a summer fling. Working as lifeguards together, Keysha realizes that Jerry has more to offer than a great car and a sexy smile, and the harder she tries to ignore him, the more interested he becomes. But is it Keysha that attracts him or the chase itself? And when the biggest party of the year gets dangerously out of line, and Wesley's jealous new girl pins the blame on Keysha, she'll learn exactly who she can trust. Only problem is, it might be too late to save herself….",Young Adult Fiction,248,5,1,en
Dramas,George Gordon Byron Baron Byron,N/A,1837,N/A,English drama,420,N/A,0,en
Drama with Children,Sarah Phillips,Oxford University Press,1999-05-27,"Provides practical ideas for introducing drama activities into the English class, including mime, chants, puppets, role play, and short plays. Shows how the use of drama can improve both speaking and pronunciation, and can also help children to develop self-confidence and express their imagination, personalities and creativity. Demonstrates how activities can be integrated into day-to-day teaching, as well as providing inspiration for performances at open days or end-of-term shows.",Education,164,5,1,en
"The Drama; Its History, Literature and Influence on Civilization: American drama. Indexes. Books for reference and extra reading. (p. 327-344)",,N/A,1903,N/A,American drama,404,N/A,0,en
Drama I,Marjorie Wescott Barrows,N/A,1962,"A collection of plays by American, British, and Russian authors.",American drama,276,N/A,0,en
The History of Southern Drama,Charles S. Watson,University Press of Kentucky,1997-10-23,"Mention southern drama at a cocktail party or in an American literature survey, and you may hear cries for ""Stella!"" or laments for ""gentleman callers."" Yet southern drama depends on much more than a menagerie of highly strung spinsters and steel magnolias. Charles Watson explores this field from its eighteenth- and nineteenth-century roots through the southern Literary Renaissance and Tennessee Williams's triumphs to the plays of Horton Foote, winner of the 1994 Pulitzer Prize. Such well known modern figures as Lillian Hellman and DuBose Heyward earn fresh looks, as does Tennessee Williams's changing depiction of the South -- from sensitive analysis to outraged indictment -- in response to the Civil Rights Movement. Watson links the work of the early Charleston dramatists and of Espy Williams, first modern dramatist of the South, to later twentieth-century drama. Strong heroines in plays of the Confederacy foreshadow the spunk of Tennessee Williams's Amanda Wingfield. Claiming that Beth Henley matches the satirical brilliance of Eudora Welty and Flannery O'Connor, Watson connects her zany humor to 1840s New Orleans farces.With this work, Watson has at last answered the call for a single-volume, comprehensive history of the South's dramatic literature. With fascinating detail and seasoned perception, he reveals the rich heritage of southern drama.",Literary Criticism,290,N/A,0,en
The One-hour Drama Series,Robert Del Valle,N/A,2008,"The hour-long drama, the staple of primetime television, is here dissected, examined, and discussed by a highly regarded, highly successful pro. The author's thorough knowledge of television producing, gleaned from his years of work on major, influential drama series, is here distilled and presented in a friendly way that will keep producers-to-be avidly turning pages. Charts, script excerpts, useful forms, and a glossary of industry terms embellish an in-depth text that takes the reader from a nascent series concept through the production and sale of its pilot to a broadcast or cable network. Every step along the way is covered, including finding a fresh series concept developing the pilot casting hiring directors, writers, and key crew members budgeting script breakdown scheduling production prep production, from hair and makeup through transportation and shooting post production accepted accounting procedures selling a pilot what to do if your series is picked up interacting with studios and networks Written for a readership that encompasses young, aspiring producers and production students as well as industry insiders who wish to move into production work, this is the ultimate guide to current television drama production methods and skills.",Television plays,0,N/A,0,en
"Dramas, Fields, and Metaphors",Victor Turner,Cornell University Press,2018-10-18,"In this book, Victor Turner is concerned with various kinds of social actions and how they relate to, and come to acquire meaning through, metaphors and paradigms in their actors' minds; how in certain circumstances new forms, new metaphors, new paradigms are generated. To describe and clarify these processes, he ranges widely in history and geography: from ancient society through the medieval period to modern revolutions, and over India, Africa, Europe, China, and Meso-America. Two chapters, which illustrate religious paradigms and political action, explore in detail the confrontation between Henry II and Thomas Becket and between Hidalgo, the Mexican liberator, and his former friends. Other essays deal with long-term religious processes, such as the Christian pilgrimage in Europe and the emergence of anti-caste movements in India. Finally, he directs his attention to other social phenomena such as transitional and marginal groups, hippies, and dissident religious sects, showing that in the very process of dying they give rise to new forms of social structure or revitalized versions of the old order.",Social Science,310,N/A,0,en
Conversations on Contemporary Drama,Clayton Meeker Hamilton,N/A,1924,N/A,Drama,250,N/A,0,en
"Scots Magazine, and Edinburgh Literary Miscellany",,N/A,1823,N/A,,826,N/A,0,en
Christ the Form of Beauty,Francesca Aran Murphy,A&C Black,1995-03-04,Reveals the importance of the sacramental imagination as the key to the renewal of Christology and of modern Christian literature.,Religion,274,N/A,0,en
The Dragon of Personal Drama,,Dorrance Publishing,N/A,N/A,,96,N/A,0,en
Theatre and Identity in Imperial Russia,Catherine A. Schuler,University of Iowa Press,2009-05-01,"What role did the theatre—both institutionally and literally—play in Russia’s modernization? How did the comparatively harmonious relationship that developed among the state, the nobility, and the theatre in the eighteenth century transform into ideological warfare between the state and the intelligentsia in the nineteenth? How were the identities of the Russian people and the Russian soul configured and altered by actors in St. Petersburg and Moscow? Using the dramatic events of nineteenth-century Russian history as a backdrop, Catherine Schuler answers these questions by revealing the intricate links among national modernization, identity, and theatre. Schuler draws upon contemporary journals written and published by the educated nobility and the intelligentsia—who represented the intellectual, aesthetic, and cultural groups of the day—as well as upon the laws of the Russian empire and upon theatrical memoirs. With fascinating detail, she spotlights the ideologically charged binaries ascribed to prominent actors—authentic/performed, primitive/civilized, Russian/Western—that mirrored the volatility of national identity from the Napoleonic Wars through the reign of Alexander II. If the path traveled by Russian artists and audiences from the turn of the nineteenth century to the era of the Great Reforms reveals anything about Russian culture and society, it may be that there is nothing more difficult than being Russian in Russia. By exploring the ways in which theatrical administrators, playwrights, and actors responded to three tsars, two wars, and a major revolt, this carefully crafted book demonstrates the battle for the hearts and minds of the Russian people.",History,340,N/A,0,en
Life's Manifesto,Nathan Truong,Xlibris Corporation,2010-05-12,"So it’s a book with four people...I guess they’re friends...big whoop...another novel about friendship...lovely. Oh, what’s this? She did what? What happened? Interesting stuff here...Oh my...wow...wasn’t expecting that...Wow...this novel...it’s different from others that I’ve read...This book...it’s about nothing...yet...it has...everything...",Fiction,243,N/A,0,en
Reports from Committees,Great Britain. Parliament. House of Commons,N/A,1866,N/A,,918,N/A,0,en
Report from the Select Committee on Theatrical Licenses and Regualtions,Great Britain. Parliament. House of Commons. Select Committee on Theatrical Licenses and Regulations,N/A,1866,N/A,Theater,430,N/A,0,en
I've Got Something to Say,David Booth,Pembroke Publishers Limited,2013-10-09,"Inspire your students to get involved in their own learning by giving them a voice in determining, organizing, structuring, and responding to what is happening in the classroom. This thoughtful book offers practical strategies to engage students in dialogue and discussion of all types, as well as collaborative and cooperative classroom events.",Education,146,N/A,0,en
A Girl’s Quest for Self-Realization,R. Jonnavittula,XinXii,2016-03-03,"Parents should avoid trying to fulfil their ambitions through their children by deciding their children’s life-missions for them, ignoring children’s own ambitions. The intellect of a person who undergoes ‘Anguish’ gets so sharpened that the person would shine in whatever activity the person might later undertake. Vasanthi was brought up even without allowing her to know the difference between a male and a female. He wanted her to become a great singer but she was more interested to become an actress. When youth began to blossom she struggled to learn about the body’s sexuality and their purpose in life. Saradhy was a great actor and was her friend. A chance physical contact in a drama excited traces of physical love between them; he understood immediately and struggled to escape from it for the rest of his life. She could not understand the strange feeling she was experiencing. She spent years experimenting with ‘Touch’ and analyzing the results. He guided her wade through life successfully. Saradhy desired sanyasa. He performed “Kamadahanam” drama to destroy all his love towards women but failed to achieve it. By yoga, he transferred to Kireeti what attracted Vasanthi, got her married to Kireeti and moved away from them He was addicted to drama and continued to give performances even as he changed religions and moved from place to place. Saradhy was performing in their town, a drama in which Vasanthi played the heroine earlier. She requested him to permit her play that role again; he stoutly refused. She convinced the day’s heroine and replaced her after the drama commenced. In a situation in the drama, they embraced each other. They experienced a transcendental pleasure and satisfaction and their lives left their bodies. Pause for a moment. It has become very common to keep a pet, usually a dog, in almost every house. The pets are medically treated to suppress their sex urges. Have pets no right to sex? What right has a family to enjoy sex but prevent their poor pet the same pleasure? Would they not lament and struggle like Vasanthi, to understand what they are missing? Vainly do we boast to be animal lovers!",Fiction,380,N/A,0,en
Destined for Greatness,Michael Ramirez,Rutgers University Press,2018-04-16,"Pursuing the dream of a musical vocation—particularly in rock music—is typically regarded as an adolescent pipedream. Music is marked as an appropriate leisure activity, but one that should be discarded upon entering adulthood. How then do many men and women aspire to forge careers in music upon entering adulthood? In Destined for Greatness, sociologist Michael Ramirez examines the lives of forty-eight independent rock musicians who seek out such non-normative choices in a college town renowned for its music scene. He explores the rich life course trajectories of women and men to explore the extent to which pathways are structured to allow some, but not all, individuals to fashion careers in music worlds. Ramirez suggests a more nuanced understanding of factors that enable the pursuit of musical livelihoods well into adulthood.",Social Science,332,N/A,0,en
American Magazine of Art,,N/A,1917,N/A,Art,558,N/A,0,en
A Black Man's Inner Thoughts 3,Kim R. Prout,Xlibris Corporation,2013-06-10,"Hi my name is Kim Robert Prout. Im a native of New orleans, La. I love writng poetry. When I write I express myself to any and everythng that is happening in my surroundings. Poetry is my way to talk, sing or yell. Its my way of being that other Kim that isnt being seen on a norm. Poetry is the other me. I want my reader to understand this is edit 3 and all of my poems are real.",Poetry,126,N/A,0,en
Onuora Ossie Enekwe,Gloria Monica T. Emezue,African Books Collective,2008,"This second volume in the Critical Approached series is an exposition of the craft of Nigerian writer, theatre director, poet, dramatist and editor, Onuora Ossie Enekwe. The professor of dramatic literature spent thirty years developing and advancing the drama and graduate curriculum of the University Nsukka and had in addition been editor of Okike. An African Journal of New Writing which was founded by Chinua Achebe.",Literary Criticism,224,N/A,0,en
Select Bibliography of the English Drama Before Elizabeth,Albert Harris Tolman,N/A,1896,N/A,English drama,18,N/A,0,en
The Fight,L. Divine,Dafina Books,2006,"After a summer of bliss with boyfriend KJ, Jayd Jackson returns to South Bay High (aka Drama High) to discover that she's been dumped, her former best friend is out to get her and KJ's new girl is looking to knock her out. With drama at an all-time high, Jayd, with a little help from Mama and her mystical bag of tricks, is about to get some lessons in who's really got her back - and, more importantly, when she's got to watch it.",Fiction,212,4.5,9,en
The Diary of a Preacher's Kid,Paulette A. Langwith,Charisma Media,2009,"Author Paulette Langwith briefly shares her experiences as a preacher's kid and how she had to learn to trust God while being judged and scrutinized by other people. In the midst of her battles, Langwith comes back to an understanding of what God originally has planned for her life and how to overcome her worst circumstances and past hurts.",Religion,68,N/A,0,en
That Uncertain Feeling,Kingsley Amis,Penguin UK,2013-04-04,"In That Uncertain Feeling by Kingsley Amis, competition is stiff for the position of sub-librarian in Aberdarcy Library. For John Lewis, the situation is complicated by the attentions of daunting and desirable village socialite, Elizabeth Gruffyd-Williams, who is married to a member of the local Council. Pursuing an affair with her whilst keeping his job prospects alive is John's predicament, as he finds himself running down Welsh country lanes at midnight in a wig and dress, resisting the advances of local drunks and suffering the long speeches of a 'nut-faced' clergyman. At times tenderly satirical and at times riotously slap-stick, Amis sends up an array of rural stereotypes in this story about a man who doesn't know what he wants. Kingsley Amis's (1922-95) works take a humorous yet highly critical look at British society, especially in the period following the end of World War II. Born in London, Amis explored his disillusionment in novels such as That Uncertain Feeling (1955). His other works include The Green Man (1970), Stanley and the Women (1984), and The Old Devils (1986), which won the Booker Prize. Amis also wrote poetry, criticism, and short stories.",Fiction,252,N/A,0,en
In Good Company,Coulson Kernahan,DigiCat,2022-09-16,"DigiCat Publishing presents to you this special edition of ""In Good Company"" (Some personal recollections of Swinburne, Lord Roberts, Watts-Dunton, Oscar Wilde Edward Whymper, S. J. Stone, Stephen Phillips) by Coulson Kernahan. DigiCat Publishing considers every written word to be a legacy of humankind. Every DigiCat book has been carefully reproduced for republishing in a new modern format. The books are available in print, as well as ebooks. DigiCat hopes you will treat this work with the acknowledgment and passion it deserves as a classic of world literature.",Fiction,224,N/A,0,en
Honor Thy Thug,Wahida Clark,Simon and Schuster,2013-04-23,"Things are getting heated: A son has been murdered and bonds have been shattered. Forbidden affairs are coming to light and lovers are forced to choose the one they want the most. Everyone is lost in a sea of blackmail, hate, lust, love, corruption and deception. Four friends are torn apart by treachery, facing the threat of going up against one of the most sophisticated and deadliest Chinese crime organizations. When there's nothing left except a choice between war and death, there's really no choice at all.",Fiction,309,N/A,0,en
General Register,University of Michigan,N/A,1958,Announcements for the following year included in some vols.,Detroit (Mich.),1128,N/A,0,en
Point of Origin,Paulene Turner,Salty Dog Press,N/A,"If you're reading this, it may mean I'm in trouble. I am, Riley is...the whole world is in deep strife. With their friend missing and people throughout history falling through holes in the continuum, 17yo Madison and Riley must travel to the future to get to the bottom of who's at the top of the shadowy time travel organisation known as Recall. At the front of their mind is a question—how did Recall find out about time travel? Who told them? If they learn the answer, they'll need to undo that one moment, winding back the chain of events that led the world into an almighty mess. If they can't find that precise moment in time—the point of origin of all the trouble—and reverse it, the temporal walls separating one age from another might come down, leading to a terminal global event. Time travel's like that, you see. Here one day, utterly erased the next. The breathtaking series conclusion.",Fiction,330,N/A,0,en
All the Fireflies in France,Heather Maria Ramirez,AuthorHouse,2013-07-25,"This writer does it all. Her new wine Drunk Poet is in the making, exotic flavors to pick from inspired by her books. This writer's new perfume line can be purchased at kimmymakescents.com. This new novel, All the Fireflies in France is a one of a kind love-story reader's are going to love written by what they are calling the people's Paperdoll. Heather continues splashing ink onto blank pages collecting the hearts of readers world wide. Her next book is already in the making titled, The Leonardo da Vinci Romance Story. Miss Ramirez is also a song writer in the process of entering the U.K. song writing contest. A quote from this writer known as the peoples Paperdoll. I was born to write, this is my purpose. To live is to write, not to live is not to write. I shall die just as I have lived, as a poetic princess, a queen in the writer's world, as a lyrical writing goddess. I am the people's Paper-doll a title I had to earn. I used to be an unknown writer living as a starving artist,with a hunger to create. I had to keep writing until they read me out. I love my reader's and supporters, I write for them for meant to be reasons, because I am their Paper-doll.""",Fiction,313,N/A,0,en
V is for Virgin,Kelly Oram,Bluefields,2012-12-05,"Kyle Hamilton is the quintessential bad boy, but Val Jensen is not your typical good girl. When Val gets dumped for her decision to stay a virgin until marriage, the nasty breakup goes viral on YouTube, making her the latest internet sensation. After days of ridicule from her peers, Val starts a school-wide campaign to rally support for her cause. She meant to make a statement, but she never dreamed the entire nation would get caught up in the controversy. As if becoming nationally recognized as ""Virgin Val"" isn't enough, Val's already hectic life starts to spin wildly out of control when bad boy Kyle Hamilton, lead singer for the hit rock band Tralse, decides to take her abstinence as a personal challenge. How can a girl stay true to herself when this year's Sexiest Man Alive is doing everything in his power to win her over?",Fiction,241,N/A,0,en
University of Michigan Official Publication,,UM Libraries,1961,N/A,"Education, Higher",1206,N/A,0,en
Can I Love?,Oh Boon Keng,Pagesetters Services Pte Ltd,N/A,"“Can I love?” I often find myself asking this question. This seemingly simple question isn’t as straightforward for me because of my disability. Having muscular dystrophy means that it has become progressively impossible for me to do many of the things I could previously do. Knowing that I would eventually lose most of my physical abilities and independence, I didn’t know if I should even embark on a journey to find romantic love. While I am perfectly able to love someone emotionally, what physical intimacy and long-term commitment can I offer? Is it just enough to love someone with all my heart, and only my heart, without the physical and practical aspects of a relationship? Will I become a burden to my partner instead? Being a hopeless romantic, my desire for romantic love compelled me to start on this journey. I had many crushes and met many failures that hurt me deeply. Eventually, my perseverance paid off and I entered a relationship. Short-lived it may be, it was one of the best experiences in my life – never have I felt so empowered before. Through this book, I want to share my journey to find love. May it open your heart and mind to the matter of love for persons with disabilities.",Biography & Autobiography,148,N/A,0,en
Nineteenth Century and After,,N/A,1903,N/A,,1096,N/A,0,en
Report of the Proceedings of the ... Meeting of the Convention of American Instructors of the Deaf,Convention of American Instructors of the Deaf. Meeting,N/A,1973,List of members in 15th-,Deaf,804,N/A,0,en
Notes and Queries,,N/A,1868,N/A,Electronic journals,750,N/A,0,en
Cinema 16,Scott Macdonald,Temple University Press,2010-06-10,"The history of Cinema 16--the nation's first film society--through letters, programs, interviews, and the society's own documents.",Performing Arts,485,N/A,0,en
I Am My Own Wife,Doug Wright,"Farrar, Straus and Giroux",2004-02-09,"I Am My Own Wife is the winner of the 2004 Pulitzer Prize for Drama. From the Obie Award-winning author of Quills comes this acclaimed one-man show, which explores the astonishing true story of Charlotte von Mahlsdorf. A transvestite and celebrated antiques dealer who successfully navigated the two most oppressive regimes of the past century-the Nazis and the Communists--while openly gay and defiantly in drag, von Mahlsdorf was both hailed as a cultural hero and accused of colluding with the Stasi. In an attempt to discern the truth about Charlotte, Doug Wright has written ""at once a vivid portrait of Germany in the second half of the twentieth century, a morally complex tale about what it can take to be a survivor, and an intriguing meditation on everything from the obsession with collecting to the passage of time"" (Hedy Weiss, Chicago Sun-Times).",Drama,117,N/A,0,en
Ese: The Misadventures of Moving Forward,Emoefeoghene (Efe) Akpofure Imoyin-Omene,Austin Macauley Publishers,2022-11-30,"Ese has comfortably situated himself into the consistent ebbs and flows of his existence, seemingly schooling life and cracking the code to instant success. All of that changes when he moves schools, becoming a big fish in a vast and enveloping ocean. Dealing with questions of sexuality, identity, love, crushes and finding a concrete path on the lonely road. From talent shows to scheduling conflicts, debates and romance, Ese goes through revelatory experiences in a hilariously honest fashion. Ese, with the help and hindrance of an eclectic crew, embarks on the messy misadventures of moving forward.",Fiction,506,N/A,0,en
