Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Bus & Truck Transport,,N/A,1947,N/A,Automobile industry and trade,742,N/A,0,en
IATSS Research,Kokusai Kōtsū Anzen Gakkai,N/A,1995,N/A,Traffic safety,854,N/A,0,en
Acts,Indiana,N/A,2017,N/A,Session laws,894,N/A,0,en
Molecular Biology of the Cell,,N/A,2004,N/A,Cells,0,N/A,0,en
Proceedings,,N/A,1964,N/A,"Aeronautics, Commercial",206,N/A,0,en
The Law of Federal Income Taxation,,N/A,1942,N/A,Income tax,2252,N/A,0,en
Engineers and Engineering,,N/A,1916,N/A,,510,N/A,0,en
The Postal Bulletin,,N/A,1996,N/A,Postal service,512,N/A,0,en
Europa Transport,,N/A,1986,N/A,Freight and freightage,400,N/A,0,en
A Theory of Non-price Competitive Strategy,Jon G. Udell,N/A,1961,N/A,Competition,272,N/A,0,en
Coal,"National Research Council, Division on Earth and Life Studies, Board on Earth Sciences and Resources, Committee on Coal Research, Technology, and Resource Assessments to Inform Energy Policy",National Academies Press,2007-12-21,"Coal will continue to provide a major portion of energy requirements in the United States for at least the next several decades. It is imperative that accurate information describing the amount, location, and quality of the coal resources and reserves be available to fulfill energy needs. It is also important that the United States extract its coal resources efficiently, safely, and in an environmentally responsible manner. A renewed focus on federal support for coal-related research, coordinated across agencies and with the active participation of the states and industrial sector, is a critical element for each of these requirements. Coal focuses on the research and development needs and priorities in the areas of coal resource and reserve assessments, coal mining and processing, transportation of coal and coal products, and coal utilization.",Science,183,N/A,0,en
Kansas Register,,N/A,1983,N/A,Administrative agencies,818,N/A,0,en
"Transport, Energy and Climate Change",International Energy Agency,OECD,1997,N/A,Science,80,N/A,0,en
Abrasion Resistance and Scaling Resistance of Concrete Containing Fly Ash,"Karim Milad Hadchiti, R. L. Carrasquillo",N/A,1988,N/A,Concrete,212,N/A,0,en
Code of Federal Regulations,Internal Revenue Service (IRS) Staff,Office of the Federal Register,2005-07,The Code of Federal Regulations is a codification of the general and permanent rules published in the Federal Register by the Executive departments and agencies of the United States Federal Government.,Business & Economics,850,N/A,0,en
"Regulation of Tissue Oxygenation, Second Edition",Roland N. Pittman,Biota Publishing,2016-08-18,"This presentation describes various aspects of the regulation of tissue oxygenation, including the roles of the circulatory system, respiratory system, and blood, the carrier of oxygen within these components of the cardiorespiratory system. The respiratory system takes oxygen from the atmosphere and transports it by diffusion from the air in the alveoli to the blood flowing through the pulmonary capillaries. The cardiovascular system then moves the oxygenated blood from the heart to the microcirculation of the various organs by convection, where oxygen is released from hemoglobin in the red blood cells and moves to the parenchymal cells of each tissue by diffusion. Oxygen that has diffused into cells is then utilized in the mitochondria to produce adenosine triphosphate (ATP), the energy currency of all cells. The mitochondria are able to produce ATP until the oxygen tension or PO2 on the cell surface falls to a critical level of about 4–5 mm Hg. Thus, in order to meet the energetic needs of cells, it is important to maintain a continuous supply of oxygen to the mitochondria at or above the critical PO2 . In order to accomplish this desired outcome, the cardiorespiratory system, including the blood, must be capable of regulation to ensure survival of all tissues under a wide range of circumstances. The purpose of this presentation is to provide basic information about the operation and regulation of the cardiovascular and respiratory systems, as well as the properties of the blood and parenchymal cells, so that a fundamental understanding of the regulation of tissue oxygenation is achieved.",Medical,117,N/A,0,en
Origin-destination and Land Use,National Committee on Urban Transportation (U.S.),N/A,1958,N/A,Land use,120,N/A,0,en
"Draft Environmental Impact Report, Haas Pavilion and Edwards Field Renovation Project, University of California, Berkeley","University of California, Berkeley. Planning, Design and Construction",N/A,1996,N/A,Environmental impact analysis,618,N/A,0,en
The Lost Boys of Montauk,Amanda M. Fairbanks,Simon and Schuster,2022-05-17,"""[A] riveting account of a fishing boat and its four young crewman lost at sea in 1984 off the coast of Montauk in eastern Long Island--a ""fishing town with a drinking problem,"" as the locals have it--and the stunning repercussions of that loss for the families and friends of the four missing men and, indeed, the entire storied summer community of the Hamptons""--",Biography & Autobiography,336,N/A,0,en
California Code of Regulations,,N/A,1945,N/A,Delegated legislation,1176,N/A,0,en
American Federal Tax Reports,,N/A,1933,N/A,Taxation,1616,N/A,0,en
The Quarterly Journal of Administration,,N/A,1986,N/A,Nigeria,232,N/A,0,en
Laws of the State of New York,New York (State),N/A,1970,N/A,Session laws,1946,N/A,0,en
Global Climate Change and U.S. Law,Michael Gerrard,American Bar Association,2007,"This comprehensive, current examination of U.S. law as it relates to global climate change begins with a summary of the factual and scientific background of climate change based on governmental statistics and other official sources. Subsequent chapters address the international and national frameworks of climate change law, including the Kyoto Protocol, state programs affected in the absence of a mandatory federal program, issues of disclosure and corporate governance, and the insurance industry. Also covered are the legal aspects of other efforts, including voluntary programs, emissions trading programs, and carbon sequestration.",Law,796,4,1,en
"CPA, Community Profile Analysis Consumer and Business Demographic Reports",,N/A,2006,N/A,Centre County (Pa.),182,N/A,0,en
Russell's Official National Motor Coach Guide,,N/A,1961,Official publication of bus lines for United States and Canada.,Bus lines,64,N/A,0,en
Trinc's Blue Book of the Trucking Industry,,N/A,1959,N/A,"Transportation, Automotive",356,N/A,0,en
The Traffic World,,N/A,1960,N/A,Railroads,1832,N/A,0,en
Physical Education for the Secondary School,South Dakota. Dept. of Public Instruction,N/A,1962,N/A,Physical education and training,164,N/A,0,en
Shipper and Carrier,,N/A,1924,N/A,Carriers,948,N/A,0,en
Axoplasmic Transport and Its Relation to Other Nerve Functions,Sidney Ochs,John Wiley & Sons,1982,N/A,Medical,488,N/A,0,en
Between Public and Private Mobility,,N/A,2016-03,"""TRB Special Report 319 analyzes the ways that innovative transportation services--including ridesharing, carsharing, bikesharing, and microtransit--are changing mobility for millions of travelers. Such services could reduce congestion and emissions from surface transportation if regulated wisely to encourage concurrent, instead of sequential, ridesharing. Rapidly growing transportation network companies (TNCs), such as Uber and Lyft, however, are disrupting conventional taxi and limousine services and are raising policy challenges related to personal security and public safety, insurance requirements, employment and labor issues, and accessibility and equity. The committee's report offers guidance to state and local officials responsible for policy setting and regulation of for-hire transportation services in each of these areas. The report also addresses the need for greater consistency in regulations across jurisdictions and calls for TNCs to share more information about the volume, the frequency, and the types of trips they are providing, to allow for informed regulation and planning of transportation services""--provided by publisher.",,0,N/A,0,en
Colorado Highways,,N/A,1928,N/A,Roads,286,N/A,0,en
Report of the Adjutant General of the State of Florida,,N/A,1959,N/A,Florida,668,N/A,0,en
Service and Regulatory Announcements,United States. Agricultural Marketing Service,N/A,1926,N/A,,820,N/A,0,en
American Machinist,,N/A,1920,N/A,,1226,N/A,0,en
The School Musician,,N/A,1961,N/A,Music,720,N/A,0,en
Michigan Emergency Preparedness Plan,Michigan. Emergency Management Division,N/A,1989,N/A,Disaster relief,592,N/A,0,en
Transportation Facts & Trends,,N/A,1974,N/A,Transportation,412,N/A,0,en
ITTO Action Plan,International Tropical Timber Organization,N/A,1990,N/A,Forestry projects,32,N/A,0,en
Laws of the State of New Mexico,New Mexico,N/A,1979,N/A,Law,1244,N/A,0,en
Passenger Transport,,N/A,1971,"Vols. 1-2 include: American Transit Association. Proceedings. Issued 1943-44 as sections of regular issues, other years cataloged separately.",Local transit,350,N/A,0,en
East European Accessions List,,N/A,1954,N/A,Balkan Peninsula,1154,N/A,0,en
Monthly Catalog of United States Government Publications,United States. Superintendent of Documents,N/A,1984,N/A,Government publications,912,N/A,0,en
Small Transit Vehicles,"Ashok B. Boghani, National Research Council (U.S.). Transportation Research Board",N/A,1985,N/A,Transportation,64,N/A,0,en
Debt Line,,N/A,2005,N/A,"Debts, Public",0,N/A,0,en
Tomcat Rio,Dave Baranek,Simon and Schuster,2020-09-29,"From Topgun to Squadron Command You’re in the cockpit of the legendary F-14 Tomcat fighter, blazing along at twice the speed of sound seven miles above the ocean and the carrier that hurled you off its deck. You’re practicing dogfighting with “aggressors,” guys on your side flying F-16s. You’re patrolling the tense skies above Iraq, and with the push of a button you can launch the 100-mile Phoenix missile that can blow a foe to scrap before you even see him. You are an expert in fighter tactics and aircraft carrier operations, and it all leads to your command of an F-14 fighter squadron of more than three hundred people. Sounds like a week’s worth of daydreams, but it’s all real-life in the career of Dave “Bio” Baranek, and he shares it with you in the exciting, superbly crafted new book, Tomcat Rio. Dave – callsign “Bio” – pulled his readers into the exciting world of the F-14 and the Navy’s TOPGUN program with his popular books Topgun Days and Before Topgun Days. Now he’s back with the rest of the story, as he reaches the top level of expertise and proves it, not just in graded competitions but also where it counts, where you shoot at them and they shoot at you. Dave also shares the challenges he faced. A deadly foe called complacency. Learning a whole new mission late in his career. The unexpected trials that come with leading a squadron in the dynamic environment of Naval Aviation. This third volume is full of adventures, lessons, and inspiration. If you are a casual reader, you’ll turn the last page as a dedicated Tomcat fan. To make it all even more real, Tomcat Rio includes dozens of Bio’s best and most acclaimed photos. Photographer George Hall hailed one shot as “one of the best Tomcat photos ever taken.” In words and pictures, Bio immerses you in rich detail. He pipes you aboard as a member of an F-14 squadron. You share the camaraderie of Type A personalities. You plan risky missions, going toe-to-toe against America’s most volatile foes. You can almost smell the pungent jet exhaust, almost feel the gut-wrenching G’s of a dogfight, as Tomcat Rio pitches you into the thick of it as only Bio can tell it. Strap in! You’re going for one fantastic ride.",History,380,N/A,0,en
British Books in Print,,N/A,1979,N/A,Great Britain,1438,N/A,0,en
Good Roads,,N/A,1919,N/A,Roads,304,N/A,0,en
Proceedings of ... Annual Convention,National Association of Railroad and Utilities Commissioners. Annual Convention,N/A,1943,N/A,Public utilities,448,N/A,0,en
The Great Society Subway,Zachary M. Schrag,JHU Press,2006-03-15,Publisher Description,Architecture,374,N/A,0,en
General Regulations for the Army,United States. Department of the Army,N/A,1961,N/A,Military law,1086,N/A,0,en
American Environmental History,Dan Allosso,Createspace Independent Publishing Platform,2017-12-14,"An expanded, new and improved American Environmental History textbook for everyone! After years of teaching Environmental History at a major East Coast University without a textbook, Dr. Dan Allosso decided to take matters into his own hands. The result, American Environmental History, is a concise, comprehensive survey covering the material from Dan's undergraduate course. What do people say about the class and the text? ""This was my first semester and this course has created an incredible first impression. If all of the courses are this good, I am going to really enjoy my time here. The course has completely changed the way I look at the world."" (Student in 2014 class) ""One of the few classes I'm really sad is ending, the subject matter is fascinating and Dan is a great guide to it. His approach should be required of all students as it teaches an appreciation for a newer and better way of living."" (Student in 2014 class) ""Allosso's lectures are fantastic. The best I have ever had. So impressed. The material is always extremely interesting and well-presented."" (Student in 2015 class) ""It is just a perfect course that I think should be mandatory if we want to save our planet and live responsibly."" (Student in 2015 class) ""A rare gem for an IB ESS teacher or any social studies teacher looking for an 11th or 12th grade supplementary text that aims to provide an historical context for the environmental reality in America today. Highly recommended."" (District Curriculum Coordinator, 2016) ""I was so impressed with this material that I am using it as a supplement for a course I teach at my college."" (History and Environmental Studies Professor, 2017) Beginning in prehistory and concluding in the present, American Environmental History explores the ways the environment has affected the choices that became our history, and how our choices have affected the environment. The dynamic relationship between people and the world around them is missing from mainstream history. Putting the environment back into history helps us make sense of the past and the present, which will help guide us toward a better future. More information and Dan's blog are available at environmentalhistory.us",,268,N/A,0,en
Into the Abyss,Carol Shaben,Pan Macmillan,2012-10-25,"Only four men survived the plane crash: The pilot, A politician, A cop . . . And the criminal he was shackled to. On a freezing October night in 1984, a Canadian commuter plane smashed headlong into a high ridge of remote, rugged forest. Among the survivors was a small-time criminal named Paul Archimbault, now free of his handcuffs and the only one to escape the crash uninjured. The only one capable of keeping the other three survivors alive -- should he choose to...",Biography & Autobiography,330,4.5,2,en
Rise of the Rocket Girls,Nathalia Holt,"Little, Brown",2016-04-05,"The riveting true story of the women who launched America into space. In the 1940s and 50s, when the newly minted Jet Propulsion Laboratory needed quick-thinking mathematicians to calculate velocities and plot trajectories, they didn't turn to male graduates. Rather, they recruited an elite group of young women who, with only pencil, paper, and mathematical prowess, transformed rocket design, helped bring about the first American satellites, and made the exploration of the solar system possible. For the first time, Rise of the Rocket Girls tells the stories of these women -- known as ""human computers"" -- who broke the boundaries of both gender and science. Based on extensive research and interviews with all the living members of the team, Rise of the Rocket Girls offers a unique perspective on the role of women in science: both where we've been, and the far reaches of space to which we're heading. ""If Hidden Figures has you itching to learn more about the women who worked in the space program, pick up Nathalia Holt's lively, immensely readable history, Rise of the Rocket Girls."" -- Entertainment Weekly",History,370,N/A,0,en
Railway and Engineering Review,,N/A,1924,N/A,Railroads,1112,N/A,0,en
Neurologia Medico-chirurgica,,N/A,2006,N/A,,904,N/A,0,en
American Red Cross First Aid/CPR/AED Participant's Manual,American Red Cross,Staywell Company,2011,Rev. ed. of: First aid/CPR/AED for schools and the community. 3rd ed. c2006.,Health & Fitness,181,N/A,0,en
Washington-Boston Transportation Study,"Andrew A. Arentz, Fred W. Sander, Richard E. Pages",N/A,1963,N/A,High speed ground transportation,250,N/A,0,en
Studies in the Economics of Transportation,"Martin J. Beckmann, C. B. McGuire, Christopher B. Winsten",N/A,1956,N/A,Business & Economics,266,N/A,0,en
Aerial Age Weekly,,N/A,1918,N/A,Aeronautics,898,N/A,0,en
"Economic Trends in the Republic of China, 1912-1949",Albert Feuerwerker,U of M Center for Chinese Studies,1977,Surveys the history of the Chinese economy from the end of the Manchu dynasty to the establishment of the People's Republic,Business & Economics,148,N/A,0,en
Interim Report,New York (State). Legislature. Joint Committee on the State's Economy,N/A,1964,N/A,New York (State),80,N/A,0,en
Working On The System,"James R. Michael, Ruth C. Fort",N/A,1974-09-26,N/A,Law,982,N/A,0,en
Engineering for Resolution of the Energy-environment Dilemma,National Academy of Engineering. Committee on Power Plant Siting,N/A,1972,N/A,Science,362,N/A,0,en
International Who's who of Professionals,Christine M. Lontz,N/A,2001,N/A,Business & Economics,1160,N/A,0,en
The Railway Age,,N/A,1906,N/A,Railroads,1334,N/A,0,en
The Great Society Subway,Zachary M. Schrag,JHU Press,2014-08,"As Metro stretches to Tysons Corner and beyond, this paperback edition features a new preface from the author. Drivers in the nation's capital face a host of hazards: high-speed traffic circles, presidential motorcades, jaywalking tourists, and bewildering signs that send unsuspecting motorists from the Lincoln Memorial into suburban Virginia in less than two minutes. And parking? Don't bet on it unless you're in the fast lane of the Capital Beltway during rush hour. Little wonder, then, that so many residents and visitors rely on the Washington Metro, the 106-mile rapid transit system that serves the District of Columbia and its inner suburbs. In the first comprehensive history of the Metro, Zachary M. Schrag tells the story of the Great Society Subway from its earliest rumblings to the present day, from Arlington to College Park, Eisenhower to Marion Barry. Unlike the pre–World War II rail systems of New York, Chicago, and Philadelphia, the Metro was built at a time when most American families already owned cars, and when most American cities had dedicated themselves to freeways, not subways. Why did the nation's capital take a different path? What were the consequences of that decision? Using extensive archival research as well as oral history, Schrag argues that the Metro can be understood only in the political context from which it was born: the Great Society liberalism of the Kennedy, Johnson, and Nixon administrations. The Metro emerged from a period when Americans believed in public investments suited to the grandeur and dignity of the world's richest nation. The Metro was built not merely to move commuters, but in the words of Lyndon Johnson, to create ""a place where the city of man serves not only the needs of the body and the demands of commerce but the desire for beauty and the hunger for community."" Schrag scrutinizes the project from its earliest days, including general planning, routes, station architecture, funding decisions, land-use impacts, and the behavior of Metro riders. The story of the Great Society Subway sheds light on the development of metropolitan Washington, postwar urban policy, and the promises and limits of rail transit in American cities.",Architecture,380,N/A,0,en
National Safety News,,N/A,1984,N/A,Accidents,822,N/A,0,en
Lockwood's Directory of the Paper and Allied Trades,,N/A,1925,N/A,Paper industry,1020,N/A,0,en
Strategies for Work Zone Transportation Management Plans,"Leverson Boodlal, Dileep Garimella, Kevin Chiang, Steven Dale Schrock, Eric John Fitzsimmons",N/A,2020,"One of the ways a state department of transportation or other transportation agency can address work zone safety and other impacts is to develop and implement a Transportation Management Plan (TMP). The TRB National Cooperative Highway Research Program's NCHRP Research Report 945: Strategies for Work Zone Transportation Management Plans provides a practitioner-ready guidebook on how to select and implement strategies that improve safety and traffic operations in roadway construction work zones. Supplemental materials to the report include NCHRP Web-Only Document 276: Evaluating Strategies for Work ZoneTransportation Management Plans; fact sheets on ramp meter, reversible lane, and truck restrictions; and guidebook appendices.",Road work zones,0,N/A,0,en
Pennsylvania County Data Book,,N/A,2003,N/A,Schuylkill County (Pa.),158,N/A,0,en
Critical Digest,,N/A,1953,N/A,Theater,300,N/A,0,en
United States Code Congressional and Administrative News,United States,N/A,2001,"Contains laws, legislative history, administrative regulations, lists of committees, proclamations, executive messages and orders.",Administrative law,1532,N/A,0,en
Maine Register Or State Year-book and Legislative Manual from April 1 ... to April 1 ...,,N/A,1936,N/A,"Associations, institutions, etc",1872,N/A,0,en
Sanctions Against South Africa,United Nations. Economic and Social Council,N/A,1989,N/A,International business enterprises,48,N/A,0,en
Issues in Regional Planning,Institute of Social Studies (Netherlands),De Gruyter Mouton,1971,N/A,Business & Economics,292,N/A,0,en
Federal Register,,N/A,2008-07-14,N/A,Administrative law,308,N/A,0,en
Polk's Baltimore (Maryland) City Directory,,N/A,1899,N/A,Baltimore (Md.),2084,N/A,0,en
The Timberman,,N/A,1925,N/A,Lumber trade,1498,N/A,0,en
National Union Catalog,,N/A,N/A,Includes entries for maps and atlases.,Union catalogs,1216,N/A,0,en
Annual Report of the Commonwealth Scientific & Industrial Research Organization,CSIRO (Australia),N/A,1948,N/A,Research,652,N/A,0,en
Oil & Gas Journal,,N/A,1946,N/A,Gas industry,1624,N/A,0,en
A Guide to the Congestion Mitigation and Air Quality Improvement Program,United States. Federal Highway Administration,N/A,1994,"The Intermodal Surface Transportation Efficiency Act of 1991 (ISTEA) established the Congestion Mitigation and Air Quality Improvement (CMAQ) Program. The CMAQ Program emphasizes the importance of the link between transportation and air quality, by providing 6 billion dollars between 1992-1997 for transportation projects and programs to improve air quality. Consequently, many areas will be able to implement transportation control measures (TCMs), in compliance with the mandates of the Clean Air Act Amendments of 1990 (CAAA).",Air,48,N/A,0,en
Educational Film Catalog,H.W. Wilson Company,N/A,1959,N/A,Motion pictures,136,N/A,0,en
Energy Information Abstracts,,N/A,1988,Includes indexes.,Power (Mechanics),702,N/A,0,en
Records of the Proceedings and Printed Papers of the Parliament,Australia. Parliament,N/A,1950,N/A,,870,N/A,0,en
An Analysis of the Impact of Hospital Size on the Intrahospital Transport of the Critically Ill,Karen Eischer Dierking,N/A,1992,N/A,Critical care medicine,268,N/A,0,en
Directory of Transportation Education,National Defense Transportation Association (U.S.). Education Committee,N/A,1972,N/A,Transportation,56,N/A,0,en
The Forgotten 500,Gregory A. Freeman,Penguin,2008-09-02,"The astonishing, never-before-told story of the greatest rescue mission of World War II—when the OSS set out to recover more than 500 airmen trapped behind enemy lines in Yugoslavia. “An amazing, riveting tale of unsung heroes who went above and beyond.”—James Bradley, New York Times bestselling author of Flags of Our Fathers During a bombing campaign over Romanian oil fields, hundreds of American airmen were shot down in Nazi-occupied Yugoslavia. Local Serbian farmers and peasants risked their own lives to give refuge to the soldiers while they waited for rescue, and in 1944, Operation Halyard was born. The risks were incredible. The starving Americans in Yugoslavia had to construct a landing strip large enough for C-47 cargo planes—without tools, without alerting the Germans, and without endangering the villagers. And the cargo planes had to make it through enemy airspace and back—without getting shot down themselves. Classified for over half a century for political reasons, the full account of this unforgettable story of loyalty, self-sacrifice, and bravery is now being told for the first time ever. The Forgotten 500 is the gripping, behind-the-scenes look at the greatest escape of World War II.",History,356,N/A,0,en
"Government of Canada Publications, Quarterly Catalogue",,N/A,1979,N/A,Canada,1340,N/A,0,en
Journal of Physical Oceanography,,N/A,1980,N/A,Electronic journals,1042,N/A,0,en
Florida Statutes 1977,Florida,N/A,1977,N/A,Law,2322,N/A,0,en
"Trains, Buses, People",Christof Spieler,Island Press,2018-10-23,"What are the best transit cities in the US? The best Bus Rapid Transit lines? The most useless rail transit lines? The missed opportunities? In the US, the 25 largest metropolitan areas and many smaller cities have fixed guideway transit—rail or bus rapid transit. Nearly all of them are talking about expanding. Yet discussions about transit are still remarkably unsophisticated. To build good transit, the discussion needs to focus on what matters—quality of service (not the technology that delivers it), all kinds of transit riders, the role of buildings, streets and sidewalks, and, above all, getting transit in the right places. Christof Spieler has spent over a decade advocating for transit as a writer, community leader, urban planner, transit board member, and enthusiast. He strongly believes that just about anyone—regardless of training or experience—can identify what makes good transit with the right information. In the fun and accessible Trains, Buses, People: An Opinionated Atlas of US Transit, Spieler shows how cities can build successful transit. He profiles the 47 metropolitan areas in the US that have rail transit or BRT, using data, photos, and maps for easy comparison. The best and worst systems are ranked and Spieler offers analysis of how geography, politics, and history complicate transit planning. He shows how the unique circumstances of every city have resulted in very different transit systems. Using appealing visuals, Trains, Buses, People is intended for non-experts—it will help any citizen, professional, or policymaker with a vested interest evaluate a transit proposal and understand what makes transit effective. While the book is built on data, it has a strong point of view. Spieler takes an honest look at what makes good and bad transit and is not afraid to look at what went wrong. He explains broad concepts, but recognizes all of the technical, geographical, and political difficulties of building transit in the real world. In the end,Trains, Buses, People shows that it is possible with the right tools to build good transit.",Transportation,266,N/A,0,en
Roadside Design Guide,American Association of State Highway and Transportation Officials. Task Force for Roadside Safety,N/A,1989,N/A,Roads,560,5,1,en
"Great Lakes Harbors Study - Interim Report on Green Bay Harbor, Wisconsin, Letter from the Secretary of the Army Transmitting a Letter from the Chief of Engineers, Department of the Army, Dated June 11, 1962, Submitting a Report, Together with Accompanying Papers and an Llustration, on the Great Lakes Harbor System - Interim Report on the Green Bay Harbor, Wisconsin, Requested by Resolutions of the Committees on Public Works, Unites States Senate and House of Representatives, Adopted May 18, 1956 and June 27, 1956",,N/A,1962,N/A,,70,N/A,0,en
Swerve Or Die,"Kyle Petty, Ellis Henican",St. Martin's Press,2022-08-09,"""Kyle Petty, a third generation racer, current NASCAR commentator, and one of the most beloved figures in the sport, takes readers deep into the heart of the NASCAR he knows. Through deeply personal stories from his racing career, and that of his father and grandfather, he talks about the biggest stars, the most exciting races and, especially the tough, defining issues the sport has had to face. ... He also lays out his vision for NASCAR's future, and discusses in clear and simple terms how the sport can bring in new people without driving away old ones""--",Biography & Autobiography,0,N/A,0,en
"(Circular E), Employer's Tax Guide - Publication 15 (For Use in 2021)",Internal Revenue Service,N/A,2021-03-04,"Employer's Tax Guide (Circular E) - The Families First Coronavirus Response Act (FFCRA), enacted on March 18, 2020, and amended by the COVID-related Tax Relief Act of 2020, provides certain employers with tax credits that reimburse them for the cost of providing paid sick and family leave wages to their employees for leave related to COVID‐19. Qualified sick and family leave wages and the related credits for qualified sick and family leave wages are only reported on employment tax returns with respect to wages paid for leave taken in quarters beginning after March 31, 2020, and before April 1, 2021, unless extended by future legislation. If you paid qualified sick and family leave wages in 2021 for 2020 leave, you will claim the credit on your 2021 employment tax return. Under the FFCRA, certain employers with fewer than 500 employees provide paid sick and fam-ily leave to employees unable to work or telework. The FFCRA required such employers to provide leave to such employees after March 31, 2020, and before January 1, 2021. Publication 15 (For use in 2021)",,52,N/A,0,en
Looking Ahead,,N/A,1964,N/A,Economic history,348,N/A,0,en
Staff Research Report,,N/A,1957,N/A,Ohio,402,N/A,0,en
Proceedings of the Ocean Drilling Program,Ocean Drilling Program,N/A,2000,N/A,Borings,432,N/A,0,en
Hell's Angels,Jay A. Stout,Penguin,2015-01-06,"The true story of World War 2’s legendary Hell’s Angels—the 8th Air Force’s 303rd Bomb Group. Although the United States declared war against Germany in December 1941, a successful assault on Nazi-occupied Europe could not happen until Germany’s industrial and military might were crippled. The first target was the Luftwaffe—the most powerful and battle-hardened air force in the world. The United States Army Air Forces joined with Great Britain’s already-engaged Royal Air Force to launch a strategic air campaign that ultimately brought the Luftwaffe to its knees. One of the standout units of this campaign was the legendary 303rd Bomb Group—Hell’s Angels. This is the 303rd’s story, as told by the men who made it what it was. Taking their name from their B-17 of the same name, they became one of the most distinguished and important air combat units in history. The dramatic and terrible air battles they fought against Germany ultimately changed the course of the war. INCLUDES PHOTOS",History,468,5,2,en
Report of the Annual Conference,Labour Party (Great Britain),N/A,1986,N/A,Socialism,524,N/A,0,en
The Fleet at Flood Tide,James D. Hornfischer,Bantam,2017-11-14,"NEW YORK TIMES BESTSELLER • The extraordinary story of the World War II air, land, and sea campaign that brought the U.S. Navy to the apex of its strength and marked the rise of the United States as a global superpower Winner, Commodore John Barry Book Award, Navy League of the United States • Winner, John Lehman Distinguished Naval Historian Award, Naval Order of the United States With its thunderous assault on the Mariana Islands in June 1944, the United States crossed the threshold of total war. In this tour de force of dramatic storytelling, distilled from extensive research in newly discovered primary sources, James D. Hornfischer brings to life the campaign that was the fulcrum of the drive to compel Tokyo to surrender—and that forever changed the art of modern war. With a close focus on high commanders, front-line combatants, and ordinary people, American and Japanese alike, Hornfischer tells the story of the climactic end of the Pacific War as has never been done before. Here are the epic seaborne invasions of Saipan, Tinian, and Guam, the stunning aerial battles of the Great Marianas Turkey Shoot, the first large-scale use of Navy underwater demolition teams, the largest banzai attack of the war, and the daring combat operations large and small that made possible the strategic bombing offensive culminating in the atomic strikes on Hiroshima and Nagasaki. From the seas of the Central Pacific to the shores of Japan itself, The Fleet at Flood Tide is a stirring, authoritative, and cinematic portrayal of World War II’s world-changing finale. Illustrated with original maps and more than 120 dramatic photographs “Quite simply, popular and scholarly military history at its best.”—Victor Davis Hanson, author of Carnage and Culture “The dean of World War II naval history . . . In his capable hands, the story races along like an intense thriller. . . . Narrative nonfiction at its finest—a book simply not to be missed.”—James M. Scott, Charleston Post and Courier “An impressively lucid account . . . admirable, fascinating.”—The Wall Street Journal “An extraordinary memorial to the courageous—and a cautionary note to a world that remains unstable and turbulent today.”—Admiral James Stavridis, former Supreme Allied Commander, NATO, author of Sea Power “A masterful, fresh account . . . ably expands on the prior offerings of such classic naval historians as Samuel Eliot Morison.”—The Dallas Morning News",History,690,N/A,0,en
The Southern Lumberman,,N/A,1932,N/A,Lumber trade,702,N/A,0,en
Transportation After Deregulation,B Starr McMullen,Elsevier,2001-09-12,"Several of the papers in this volume are concerned with assessing both the timing and the impacts of deregulation and regulatory reform in the US transportation sector. Of increasing interest is the importance of productivity growth and the role played by new technologies in a more competitive market environment. Four of the papers in this volume deal directly with these issues in the context of motor carriers and railroads, two sectors which have been operating under substantially reduced regulatory constraints for the past twenty years in the US. Although the financial condition of US railroads has improved since 1980, there is still some concern regarding their long run viability as private enterprises. Accordingly, one of the papers considers the potential for further reductions in railroad costs through transcontinental mergers, a controversial issue due to the small number of railroads that remain in the industry.",Transportation,161,N/A,0,en
The Wright Brothers,David McCullough,Simon and Schuster,2015-05-05,"The #1 New York Times bestseller from David McCullough, two-time winner of the Pulitzer Prize—the dramatic story-behind-the-story about the courageous brothers who taught the world how to fly—Wilbur and Orville Wright. On a winter day in 1903, in the Outer Banks of North Carolina, two brothers—bicycle mechanics from Dayton, Ohio—changed history. But it would take the world some time to believe that the age of flight had begun, with the first powered machine carrying a pilot. Orville and Wilbur Wright were men of exceptional courage and determination, and of far-ranging intellectual interests and ceaseless curiosity. When they worked together, no problem seemed to be insurmountable. Wilbur was unquestionably a genius. Orville had such mechanical ingenuity as few had ever seen. That they had no more than a public high school education and little money never stopped them in their mission to take to the air. Nothing did, not even the self-evident reality that every time they took off, they risked being killed. In this “enjoyable, fast-paced tale” (The Economist), master historian David McCullough “shows as never before how two Ohio boys from a remarkable family taught the world to fly” (The Washington Post) and “captures the marvel of what the Wrights accomplished” (The Wall Street Journal). He draws on the extensive Wright family papers to profile not only the brothers but their sister, Katharine, without whom things might well have gone differently for them. Essential reading, this is “a story of timeless importance, told with uncommon empathy and fluency…about what might be the most astonishing feat mankind has ever accomplished…The Wright Brothers soars” (The New York Times Book Review).",Biography & Autobiography,336,4,1,en
