Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
A Biblical Defense of Catholicism,Dave Armstrong,Sophia Institute Press,2003,"Author David Armstrong shows that the Catholic Church is the ""Bible Church par excellence,"" and that many common Protestant doctrines are in fact not Biblical.",Religion,319,N/A,0,en
Minutes - United Presbyterian Church in the U.S.A.,"United Presbyterian Church in the U.S.A. General Assembly, Presbyterian Church in the U.S.A. General Assembly",N/A,1953,Vol. for 1958 includes also the Minutes of the final General Assembly of the United Presbyterian Church of North America and the minutes of the final General Assembly of the Presbyteruan Church in the U.S.A.,,496,N/A,0,en
The Book of Parables: Christian Apocrypha Series,Enoch,Lulu.com,2019-12-22,"One of numerous texts that were removed from the Bible. This piece was traditionally attributed to Enoch. These Parables are part of the tradition of Apocalyptic Literature, and come to us as the Voice of God.",Religion,58,N/A,0,en
The Trident of Delta Delta Delta,Delta Delta Delta,N/A,1932,N/A,Greek letter societies,160,N/A,0,en
The Visio Pauli and the Gnostic Apocalypse of Paul,Jan N. Bremmer,Peeters Publishers,2007,"The Visio Pauli and the Gnostic Apocalypse of Paul is the first modern collection of studies on the most important aspects of the Visio Pauli, the most popular early Christian apocalypse in the Middle Ages. The volume starts with a short study of the textual traditions of the Visio Pauli, its Jewish and early Christian traditions as well as its influence on later literature, such as Dante. This is followed by studies of the Prologue, the four rivers of Eden, the place of the Ocean, the relation between body and soul, the image of hell and its punishments, and the connection with fantastic literature. Finally, a codicological, comparative, and textual re-evaluation of the Coptic translation attempts to correct earlier errors and to rehabilitate the value and interest of this long neglected version of the Visio Pauli. The book is concluded with a study of the earthly tribunal in the fourth heaven of the Gnostic Apocalypse of Paul. As has become customary, the volume is rounded off by an extensive bibliography of the Visio Pauli and the Gnostic Apocalypse of Paul and a detailed index.",Religion,268,N/A,0,en
Liberty,,N/A,1988,N/A,Seventh-Day Adventists,524,N/A,0,en
Paul and Religion,Paul W. Gooch,N/A,2022,"""Paul and Religion demonstrates the continuing and contemporary relevance of the most important, and most controversial, figure of early Christianity. Paul Gooch interrogates the Pauline writings for their meaning as well as implications for religion as an entire form of life, a stance on the world expressed in distinctive practices. Bringing a philosophical approach to this topic, he connects Paul's ideas to lived experience. In a conversational style, Gooch explores Paul's experience of grace and his dismissal of distinctive markers of religious identity in favour of love as binding together a community. Contrary to common expectations, he finds within Paul's letters material for conversations about issues in our day, such as gender and sexuality. From his close reading of the Letters, Gooch argues that the Pauline religious form of life is not identical with institutional Christianity. Indeed, his conclusions may be welcome to those who belong to other faiths""--",,0,N/A,0,en
"Gottlieb, His Life",Samuel P. Putnam,N/A,1889,N/A,,68,N/A,0,en
Why We're Catholic,Trent Horn,Catholic Answers Press,2017-05,"""How can you believe all this stuff? This is the number-one question Catholics get asked and, sometimes, we ask ourselves. Why do we believe that God exists, that he became a man and came to save us, that what looks like a wafer of bread is actually his body? Why do we believe that he inspired a holy book and founded an infallible Church to teach us the one true way to live? Ever since he became Catholic, Trent Horn has spent a lot of time answering these questions, trying to explain to friends, family, and total strangers the reasons for his Catholic faith. Some didn't believe in God, or even in the existence of truth. Others said they were spiritual but didn't think you needed religion to be happy. Some were Christians who thought Catholic doctrines over-complicated the pure gospel. And some were fellow Catholics who had a hard time understanding everything they professed to believe on Sunday. Why We're Catholic assembles the clearest, friendliest, most helpful answers that Trent learned to give to all these people and more. Beginning with how we can know reality and ending with our hope of eternal life, it s the perfect way to help skeptics and seekers (or Catholics who want to firm up their faith) understand the evidence that bolsters our belief and brings us joy"" --",Religion,240,N/A,0,en
Methodist Magazine,John Wesley,N/A,1815,N/A,,572,N/A,0,en
Munsey's Magazine for ...,,N/A,1909,N/A,American periodicals,906,N/A,0,en
The Churchman's Year Book & American Church Almanac,,N/A,1914,N/A,,686,N/A,0,en
The Old Testament,Michael David Coogan,"Oxford University Press, USA",2006,"Lucidly written by a leading biblical scholar, this balanced, engaging,and up-to date introduction to the Hebrew scriptures distills the best ofcurrent scholarship. Employing the narrative chronology of the Bible itself andthe history of the ancient Near East as a framework, author Michael Coogancovers all the books of the Hebrew Bible, along with the deuterocanonical booksincluded in the Bible used by many Christians. He treats every book of the canonwith careful attention to its historical context, its particular genre, and itsdistinctive features. Dealing in detail with ancient Near Eastern sources andarchaeological data, Coogan works from a primarily historical and criticalmethodology but also introduces readers to literary analysis and otherinterpretive strategies, especially current ones. The Old Testament: A Historical and Literary Introduction to the HebrewScriptures is enhanced by a glossary, timelines, photos, illustrations, maps,and a four-color insert on Jerusalem in biblical times. Strategically placedboxes address issues that often puzzle readers of the Bible, provide models ofinterpretation of particular texts, and discuss their significance for Judaismand Christianity. Each chapter includes key terms, questions for review anddiscussion, and suggestions for further reading. Providing a non-denominationaland non-doctrinal treatment, The Old Testament is accessible to students of allbackgrounds. It offers a unique and captivating introduction to the Hebrewscriptures themselves and to how they have been--and can be--interpreted.",Religion,612,N/A,0,en
The Cross-reference Bible,Harold E. Monser,N/A,1910,N/A,Bible,2488,5,1,en
On the Whole Bible,Matthew Henry,N/A,1995-07,"Born the son of a clergyman on October 18, 1662, Matthew Henry was ordained into the British Presbyterian Church where he held the pastorate in Chester from 1687 to 1712. He was widowed, married again and had 10 children, three whom died in infancy. Henry died in 1714. Henry began work on his commentary as ""Notes On The New Testament"" in 1704 and the monumental work was completed shortly before his death in 1714. Remembered as a caring pastor, a passionate lover of the Word of God, and a man of great personal integrity, Matthew Henry has left his mark on the hearts of countless Christians who seek a deeper understanding of the riches that Scripture contains. This edition of Matthew Henry's Commentary on the Whole Bible uses the King James text and is abridged from the original six volumes while faithfully retaining all of the vibrant themes of that classic work. Everything here is in Matthew Henry's own words and nothing relevant to today's reader has been omitted.",Bible,1032,N/A,0,en
40 Questions About Biblical Theology,"Oren R. Martin, Andrew David Naselli, Jason S. DeRouchie",Kregel Publications,2020-11-24,"An accessible survey of the meaning, methodologies, themes, and applications of biblical theology To understand what the entire Bible teaches about any given subject, we must practice biblical theology. By surveying the whole canon of Scripture, we can best discern what God has revealed about any particular issue. But doing so requires answering a number of important questions: - What type of biblical theology will we choose? - What overall story does the Bible tell? - How should we understand the relationship between the Old and New Testaments? - How does our topic fit within salvation history? - How do we apply the truths we discover? 40 Questions About Biblical Theology provides resources to answer these key questions in order to guide readers in their own study and practice of biblical theology. Other vital topics the authors address include how to understand typology, key themes in biblical theology, and how Christians should relate to Old Testament promises. Ideal for courses on biblical theology, for pastors, and for anyone who teaches or interprets Scripture, 40 Questions on Biblical Theology will deepen your understanding and application of the whole counsel of God.",Religion,525,N/A,0,en
Unveiled,Francine Rivers,"Tyndale House Publishers, Inc.",2000,"2001 Christy Award finalist! Unveiled is the story of Tamar, one of the women in the lineage of Jesus. Francine brings the story to life in her trademark style, showing the grace of God in the life of Tamar and her father-in-law, Judah. Unveiled is the first in the Lineage of Grace series of five novellas covering the stories of Tamar, Rahab, Ruth, Bathsheba, and Mary.",Fiction,198,5,2,en
Three Views on Israel and the Church,"Andrew David Naselli, Jared Compton",Kregel Academic,2019-01-26,"A comparison of three major views on the relationship between Israel and the church The relationship between Israel and the church is a longstanding debate in Christian theology, and Romans 9–11 are the most important chapters for understanding it. How one interprets these chapters determines how one understands biblical theology, how the New Testament uses the Old Testament, and how the old and new covenants are related. To help readers draw their own conclusion, four leading scholars on this issue present a case for their viewpoint, followed by a response and critique from the others. Michael Vlach argues for a future mass conversion and a role for ethnic Israel in the church. Fred Zaspel and Jim Hamilton present a case for a future mass conversion that does not include a role for ethnic Israel. And Benjamin Merkle contends that Romans 9–11 promises neither a future mass conversion nor a role for ethnic Israel. General editor Andrew David Naselli helpfully sets the debate in its larger biblical-theological context in the introduction, while Jared Compton provides a useful summary of the views and interactions at the end of the volume.",Religion,272,N/A,0,en
A History of the Geneva Bible: Love,Lewis Lupton,N/A,1977,N/A,Bible,200,N/A,0,en
"Jesus Calling, Large Text Cloth Botanical, with Full Scriptures",Sarah Young,Jesus Calling(r),2019-02-05,"Experience a deeper relationship with Jesus as you savor the presence of the One who understands you perfectly and loves you forever. With scripture and personal reflections, bestselling author Sarah Young brings Jesus' message of peace--for today and every day. In this #1 New York Times bestselling devotional, readers will receive words of hope, encouragement, comfort, and reassurance of Jesus' unending love. The devotions are written as if Jesus Himself is speaking directly to each reader and are based on Jesus' own words of hope, guidance, and peace within Scripture--penned by one who loves him and reveres His Word. Each entry is accompanied by Scripture for further reflection and meditation. These much-loved devotions will help you look forward to your time with the Lord. Experience peace in the presence of the Savior who is always with you. This edition is sure to be a favorite in the popular Jesus Calling(R) line. The on-trend fabric cover with foil has feminine floral touches, giving a gorgeous, elegant feel, along with large text and written-out scripture verses.",Religion,0,N/A,0,en
The Methodist Year Book ...,"William Harrison De Puy, Arthur Benton Sanford, Stephen van Rensselaer Ford, Oliver S. Baketel, Frank Wade Smith",N/A,1861,N/A,"Almanacs, American",682,N/A,0,en
ESV Expository Commentary (Volume 7),Crossway,Crossway,2020-10-28,"Designed to strengthen the global church with a widely accessible, theologically sound, and pastorally wise resource for understanding and applying the overarching storyline of the Bible, this commentary series features the full text of the ESV Bible passage by passage, with crisp and theologically rich exposition and application. Editors Iain M. Duguid, James M. Hamilton, and Jay A. Sklar have gathered a team of experienced pastor-theologians to provide a new generation of pastors and other teachers of the Bible around the world with a globally minded commentary series rich in biblical theology and broadly Reformed doctrine, making the message of redemption found in all of Scripture clear and available to all. Thirteen contributors explain the shorter Prophetic Books of the Old Testament—Daniel, Hosea, Joel, Amos, Obadiah, Jonah, Micah, Nahum, Habakkuk, Zephaniah, Haggai, Zechariah, and Malachi—with biblical insight and pastoral wisdom, showing readers the hope that is offered even amidst judgment. Contributors include: Mitchell L. Chase George Schwab Allan M. Harman Michael G. McKelvey Max Rogland Jay Sklar Stephen J. Dempster Daniel Timmer David G. Firth Jason S. DeRouchie Michael Stead Anthony R. Petterson Eric Ortlund",Religion,1156,N/A,0,en
On Modesty,Tertullian,OrthodoxEbooks,2018-08-10,"Modesty, the flower of manners, the honor of our bodies, the grace of the sexes, the integrity of the blood, the guarantee of our race, the basis of sanctity, the pre-indication of every good disposition; rare though it is, and not easily perfected, and scarce ever retained in perpetuity, will yet up to a certain point linger in the world, if nature shall have laid the preliminary groundwork of it, discipline persuaded to it, censorial rigor curbed its excesses--on the hypothesis, that is, that every mental good quality is the result either of birth, or else of training, or else of external compulsion. But as the conquering power of things evil is on the increase--which is the characteristic of the last times--things good are now not allowed either to be born, so corrupted are the seminal principles; or to be trained, so deserted are studies; nor to be enforced, so disarmed are the laws. In fact, (the modesty) of which we are now beginning (to treat) is by this time grown so obsolete, that it is not the abjuration but the moderation of the appetites which modesty is believed to be; and he is held to be chaste enough who has not been too chaste. But let the world's modesty see to itself, together with the world itself: together with its inherent nature, if it was wont to originate in birth; its study, if in training; its servitude, if in compulsion: except that it had been even more unhappy if it had remained only to prove fruitless, in that it had not been in God's household that its activities had been exercised.",Religion,74,N/A,0,en
We Rise Higher: Poems and Prayers for Graduates,Joe Davis,Sparkhouse Congregational,2022-02-07,"A perfect gift for Christian teens in recognition of their high school graduation! We Rise Higher: Poems and Prayers for Graduates supports youth as they celebrate, commemorate, and reflect on graduating high school and moving on to the next phase of life. Poet, artist, and educator Joe Davis combines poetry and prayer to support and encourage new high school graduates. This collection includes: - Poems of joy and celebration - Poems of praise and affirmation - Poems for heavy emotions - Poems for growth and new beginnings Each poem features interactive content that invites creative responses and reflection by the graduate.",Young Adult Nonfiction,0,N/A,0,en
The Year of the Bible,James E. Davison,N/A,1996-10,N/A,Religion,100,N/A,0,en
The Bible and Zionism,Nur Masalha,Zed Books,2007-08-01,"Does the bible justify Zionism? Since the foundation of the Israeli state in 1948, Torah and tank have become increasingly inseparable, resulting in the forced expulsion and subjugation of millions of indigenous Palestinians. Nur Masalha's groundbreaking new book traces Zionism's evolution from a secular, settler movement in the late 19th century, to the messianic faith it has become today. He shows how the biblical language of 'chosen people' and 'promised land' has been used by many Christian and Jewish Zionists as the 'title deeds' for Israel, justifying ethnic division and violence. With Edward Said, Masalha argues that a new politics of peace can only be achieved through a single, democratic state, which replaces religious zealotry with secular equality.",History,388,N/A,0,en
Book Review Digest,,N/A,1972,"Excerpts from and citations to reviews of more than 8,000 books each year, drawn from coverage of 109 publications. Book Review Digest provides citations to and excerpts of reviews of current juvenile and adult fiction and nonfiction in the English language. Reviews of the following types of books are excluded: government publications, textbooks, and technical books in the sciences and law. Reviews of books on science for the general reader, however, are included. The reviews originate in a group of selected periodicals in the humanities, social sciences, and general science published in the United States, Canada, and Great Britain. - Publisher.",Bibliography,1628,N/A,0,en
The People's Bible: Jeremiah XX-Daniel,Joseph D. Parker,N/A,1887,N/A,Bible,472,N/A,0,en
The Catholic Miscellany and Monthly Repository of Information,,N/A,1822,N/A,,592,N/A,0,en
Conscience,"Andrew David Naselli, J. D. Crowley",Crossway,2016-04-14,"There is an increasing number of divisive issues in our world today, all of which require great discernment. Thankfully, God has given each of us a conscience to align our wills with his and help us make wise decisions. Examining all thirty New Testament passages that touch on the conscience, Andrew Naselli and J. D. Crowley help readers get to know their consciences—a largely neglected topic—and engage with other Christians who hold different convictions. Offering guiding principles and answering critical questions about how the conscience works and how to care for it, this book shows how the conscience impacts our approach to church unity, ministry, and more.",Religion,149,N/A,0,en
Losing Faith in Faith,Dan Barker,Freedom from Religion Foundation,1992,"Dan Barker's dramatic journey from devout soul-winner to one of America's most prominent freethinkers. After 19 years of evangelical preaching -- ordained minister, associate pastorship, missionary to Mexico, cross-country evangelism, Christian songwriter -- Dan Barker threw out the bathwater and found ""there is no baby there.""A challenge to believers and an arsenal for skeptics.",Religion,400,5,1,en
The Didymus Contingency,Jeremy Robinson,Variance LLC,2007-02,"If you could go back in time...and witness any event...where would you go? When Dr. Tom Greenbaum faces that question after successfully discovering the secret to time travel, he knows the time, place and event he will witness: the death and failed resurrection of Jesus Christ. Dr. David Goodman, Tom's colleague and closest friend follows Tom into the past, attempting to avert a time-space catastrophe, but forces beyond their control toss them into a dangerous end game where they are tempted by evil characters, betrayed by friends, pursued by an assassin from the future and haunted by a demon that cannot be killed. Visit the author at www.jeremyrobinsononline.com.",Fiction,280,N/A,0,en
The Use of the Septuagint in New Testament Research,Tim McLay,Wm. B. Eerdmans Publishing,2003,"Too often the Septuagint is misunderstood or, worse, ignored in New Testament studies. In this book R. Timothy McLay makes a sustained argument for the influence of the Greek Jewish Scriptures on the New Testament and offers basic principles for bridging the research gap between these two critical texts. McLay explains the use of the Septuagint in the New Testament by looking in depth at actual New Testament citations of the Jewish Scriptures. This work reveals the true extent of the Septuagint s impact on the text and theology of the New Testament. Indeed, given the textual diversity that existed during the first century, the Jewish Scriptures as they were known, read, and interpreted in the Greek language provided the basis for much, if not most, of the interpretive context of the New Testament writers. Complete with English translations, a glossary of terms, an extensive bibliography, and helpful indexes, this book will give readers a new appreciation of the Septuagint as an important tool for interpreting the New Testament.",Bibles,226,N/A,0,en
AB Bookman's Weekly,,N/A,1993,N/A,Antiquarian booksellers,924,N/A,0,en
"The Supernatural, the Occult, and the Bible",Gerald A. Larue,N/A,1990,"Several New Age magazines have devoted stories to a burgeoning ""Cult of the Goddess."" But this cult isn't a result of the women's movement or the product of environmental consciousness - nor is it really new. In fact, the Catholic Church has been making use of a similar cult for two thousand years. In this book, Gerald A. Larue examines the scriptural underpinnings of occult and supernaturalistic notions that survive in contemporary society. The Supernatural, the Occult, and the Bible is based on the author's thorough knowledge of the history of ancient Near-Eastern cultures and their mythology. Larue argues that biblical supernaturalism and modern occultism are two sides of the same coin, and illustrates in fascinating detail how they engender and support each other. He suggests that contemporary religions cannot shirk responsibility for some of the more foolish excesses of occult practice. Larue points out that present-day churchgoers are not as a matter of course made aware of archaeological findings that shed light on scriptural teachings - research into biblical and related languages, literary analyses of biblical texts, and studies of the relationship between concepts found in the Bible and aspects of contemporary occult beliefs and practices - and explains why this is so. The breadth of Larue's research and depth of insight, and his common sense approach, make this book both engrossing and important.","Body, Mind & Spirit",320,N/A,0,en
Acta Conventus Neo-Latini Bonnensis,Rhoda Schnur,Arizona Center for Medieval and Renaissance Studies (ACMRS),2006,N/A,Foreign Language Study,952,N/A,0,en
The One Year Chronological Bible NIV,Tyndale,"Tyndale House Publishers, Inc.",2012-03-12,The One Year Chronological Bible provides an intriguing way to easily read through the Bible in one year . . . in only fifteen minutes per day! This large-print Bible is ideal for anyone who wants to experience the Bible in a fresh way by reading it in the order the events actually happened. You don’t have to be a Bible historian to appreciate the fascinating new perspective waiting for you. It’s like reading some of your favorite passages for the very first time! Features of The One Year Chronological Bible include: 365 daily readings to help you read the entire Bible chronologically in one year Historical dates for when events occurred A general timeline of major events to give you a clear overview of Israel’s history A Scripture index in canonical order to help you find your favorite passages quickly and easily The popular New International Version translation (NIV) Enjoy this easy-to-read Bible from the best-selling One Year daily reading–Bible brand and get to know your Bible in a whole new way!,Bibles,2391,N/A,0,en
Bd. 2,Michael Studemund-Halévy,Buske Verlag,1997,N/A,Hamburg (Germany),452,N/A,0,en
Advertising Requirements,,N/A,1954,N/A,Advertising,1350,N/A,0,en
Studies in the History of Medieval Italian Painting,Edward B. Garrison,N/A,1993,"The four volumes of Edward Garrison's Studies, published between 1953 and 1962, represented a landmark in the study of medieval Italian painting. They made available for the first time photographs of all miniatures of the region and period concerned - principally the former Papal States and Tuscany in the twelfth century - which the author was able to track down, along with a generous selection of ornamental initials from almost every decorated manuscript he examined. The contemporary wall-paintings and panels from these regions are also illustrated and discussed. They represent one of the most valuable sources of information about twelfth-century painting in existence, and everyone interested in European art of that period has at some time found himself gratefully using them. A serious attempt has been made to get all this material into order, and the general lines of development have been set out. Together with the author's two volumes already published in our Selected Studies Series (Early Italian Painting: Selected Studies, Vols. I & II) these four volumes make available the complete corpus of Edward Garrison's work on medieval Italian painting. The two principal studies are concerned with 'Twelfth-Century Initial Styles of Central Italy' (serialized here in eleven sections) and 'Twelfth-Century Umbro-Roman painting' (serialized in six sections). Most of the non-serialized items are studies of individual manuscripts, but one should note the presence here of Supplements IV-VI to Garrison's Italian Romanesque Panel-painting: an index (Nos. I-III are available in Early Italian Painting: Selected Studies. Vol. I). The reprinting of these four volumes should be particularly welcome to art-historians, since they were originally issued in fascicule form, and many art-historical libraries lack copies.",Illumination of books and manuscripts,472,N/A,0,en
The Truth and Beauty,Andrew Klavan,Zondervan,2022-04-05,"Follow Andrew Klavan to a deeper, richer understanding of the words of Jesus. Andrew Klavan believed what he read in the Gospels, but he often struggled to understand what Jesus really meant. So he began a journey of wrestling with the beautiful and often strange words of Jesus. He learned Greek in order to read the Gospels in their original languages, and he vowed to set aside any preconceptions about what the Scriptures say. But it wasn't until he began exploring how some of history's greatest writers wrestled with the same issues we confront today--political upheaval, rejection of social norms, growing disbelief in God--that he found a new way of understanding what Jesus meant. In The Truth and Beauty, Klavan combines a decades-long writing career with a lifetime of reading to discover a fresh understanding of the Gospels. By reading the words of Jesus through the life and work of writers such as William Wordsworth and John Keats, Mary Shelley and Samuel Taylor Coleridge--the English romantics--Klavan discovered a way to encounter Jesus in a deeper and more profound way than ever before. For readers seeking to find renewed meaning in the words of Jesus--and for those who are striving for belief in a materialistic world--The Truth and Beauty offers an intimate account of one man's struggle to understand the Gospels in all their strangeness, and so find his way to a life that is, as he says, ""the most creative, the most joyful, and surely the most true.""",Religion,270,N/A,0,en
The Shepherd of Hermas,Hermas,N/A,1870,N/A,"Christian literature, Early",224,N/A,0,en
Annual Report - United Church Board for World Ministries,United Church Board for World Ministries,N/A,1907,"Vols. for 1970- include ""Calendar of prayer"" with directory of missionaries (formerly called pt. 3)",,654,N/A,0,en
Pillar of Fire,,N/A,1957,N/A,Devotional literature,840,N/A,0,en
The Assembly Herald,,N/A,1916,N/A,,1052,N/A,0,en
"The Holy Bible, Berean Study Bible, BSB",BIble Hub,N/A,2016-03-21,"Berean Study Bible, New Testament, soft cover edition",,0,N/A,0,en
The Bible's Four Gospels,Ray Comfort,Destiny Image Publishers,2021-04-01,"""I bring you good tidings of great joy which will be to all people"" (Luke 2:10). The word gospel means good news--and who couldnt use some good news these days? The first four books of the New Testament, called the Gospels, contain the very best news ever heard: the message of how you can have eternal life. Features: Introduction by Ray Comfort Why Christianity? Common Questions About the Christian Faith Principles for Growth Understanding the Biblical Gospel With commentary adapted from The Evidence Study Bible (a finalist for the Gold Medallion Book Award), this pocket-sized edition is designed to carry in your pocket or purse to give to an unsaved person. In addition to the eyewitness accounts of the life, ministry, death, and resurrection of Jesus of Nazareth--the greatest Person who ever lived--skeptics can find answers to commonly asked questions such as: How do you know God exists? Who made God? Why do bad things happen? How do you know the Bible is true? How could a loving God create Hell, and more. With a thorough gospel presentation and suggestions for Christian growth, this publication will help readers to understand why the gospel is indeed the very best news ever and how to grow in their new faith.",Religion,335,N/A,0,en
Illustrating Bible CSB Green,Dayspring,Dayspring,2019-05-13,"Bible that has been specifically designed for the Bible journaler. [€[ Twice the margin as a traditional journaling Bible! [€[ Spiral bound, so it lies flat and grows with all your entries! [€[ The first-ever square Bible, perfect for social media sharing![€[ Thicker paper than traditional Bibles means reduced bleed-through!",Bibles,936,N/A,0,en
What the Bible Really Says,Manfred Barthel,Testament,1992,"What is the significance of the numbers 7 and 12 in the Bible? Was Jesus a member of a radical sect? Are King Solomon's mines real? The origin of the stories of the Bible is examined through textual analyses and historical perspectives, guiding the reader to a deeper understanding of the Old and New Testaments. Includes black-and-white engravings, maps of important biblical sites, a listing of Jesus's miracles and parables, a chronology of the relationship between political events and accounts in the Bible, a bibliography, and index. Over 40,000 copies sold in previous Wings editions.",Bible,0,N/A,0,en
The Saint John's Bible,,N/A,2011,N/A,Bible,0,N/A,0,en
Amplified Bible,"Zondervan,",Zondervan,2010-09-21,"When Your Knowledge of the Original Languages of the Bible Is Limited and You Don't Want to Lose Anything in the Translation If you want to get all the rich nuances and shades of meaning of the original Bible languages, the Amplified Bible is for you. No knowledge of Greek or Hebrew is required-just a desire to know all that God says in his Word. With its unique system of brackets, parentheses and italics, the Amplified Bible defines and expands key words and phrases right in the text. Verse by verse, the full meaning of Scripture unfolds as you read. And this Bible features other study aids as well to help you clearly understand God’s Word: - Footnotes-provide concise historical and archaeological information and devotional insights, plus hundreds of references to select sources and authors. - Book Introductions-tell you about the book’s author, background, purpose, and themes. - Concordance-helps you find the location of verses (25,000 entries). - Bibliography and Glossary-give you a handy list of the sources cited in the study notes and the most frequent amplifications in the text.",Bibles,5963,3.5,38,en
"The Living Bible, Paraphrased",Tyndale House Publishers,Tyndale House Publishers,1971,"A compilation of the Scripture paraphrases previously published ... under the following titles: Living letters, 1962; Living prophecies, 1965; Living gospels, 1966; Living psalms and proverbs, 1967; Living lessons of life and love, 1968; Living book of Moses, 1969; Living history of Israel, 1970.",Bible,0,N/A,0,en
The Epic Bible,"Kingstone Media Group, Inc.","Tyndale House Publishers, Inc.",2020,"""Unabridged version previously published in 2016 in three volumes as The Kingstone Bible by Kingstone Comics.""",Religion,840,N/A,0,en
Godly Play,Jerome Berryman,Augsburg Books,1994-12,"Meaningful, lasting learning comes from childlike curiosity and play. The approach of this book is to make relgious instruction fun, spontaneous and deeply spiritual. Godly Play is a practical yet innovative approach to religious education--becoming childlike in order to teach children.",Religion,196,N/A,0,en
"The Jeremiah Study Bible, NIV",Dr. David Jeremiah,Worthy Books,2018-09-04,"The clarity, accuracy, and literary grace of the NIV text alongside the teaching of Dr. David Jeremiah creates an interrelationship that is so essential to understanding the complete biblical message and what is says, what it means, and what it means to you. The result is a Bible that can be read and used by all Christians who want to grow in their faith by going deeper into God’s Word.",Bibles,0,N/A,0,en
Bibliotheca,,N/A,2016,N/A,,0,N/A,0,en
Reformation Study Bible-ESV,"Robert Charles Sproul, Keith A. Mathison",N/A,2010-11-01,"More than fifty scholars, under R. C. Sproul, collaborated to produce this study Bible to help readers understand the great doctrines of the Christian faith. Published by Ligonier Ministries, trade distribution by P&R Publishing.",Bible,1994,N/A,0,en
Perry Bible Fellowship Almanack,Nicholas Gurewitch,Dark Horse,2009,"The second (and likely final) collection of strips from the award-winning comic series The Perry Bible Fellowship. Spans the entirety of the strip's print run. Bonus features include lost strips, sketches, and a behind-the-scenes interview by Wondermark's David Malki. Also includes an introduction by Diablo Cody.",Comics & Graphic Novels,0,N/A,0,en
Unique Bible Quizzes,Pastor Willis Schwichtenberg,iUniverse,2016-07-30,"Pastor Schwichtenberg (known as ""Pastor Switz"") challenges the average reader and Bible student with quizzes matching many holidays and events during the year, including unique presentations for each month.",Religion,188,N/A,0,en
New Testament History and Literature,Dale B. Martin,Yale University Press,2012-04-24,"In this engaging introduction to the New Testament, Professor Dale B. Martin presents a historical study of the origins of Christianity by analyzing the literature of the earliest Christian movements. Focusing mainly on the New Testament, he also considers nonbiblical Christian writings of the era. Martin begins by making a powerful case for the study of the New Testament. He next sets the Greco-Roman world in historical context and explains the place of Judaism within it. In the discussion of each New Testament book that follows, the author addresses theological themes, then emphasizes the significance of the writings as ancient literature and as sources for historical study. Throughout the volume, Martin introduces various early Christian groups and highlights the surprising variations among their versions of Christianity.",Religion,444,N/A,0,en
Through the Year with Mary: Ponder and Pray Together with Children,Katherine Bogner,Emmaus Road Publishing,2022-01-10,"﻿For two-thousand years, Christians around the world have sought the Blessed Virgin Mary as a guide to growing closer to her Son, Jesus. Through Scripture, Catholic teaching, devotions, and countless works of art, we come to see Mary as our Mother, too. Through the Year with Mary by Katherine Bogner brings together the Church’s traditions in one place and provides a year-long plan for coming to know and love the Mother of God through Weekly passages from Scripture, saints, and scholars Reflections to nurture your understanding of Marian teaching and devotion Sacred art from around the world Marian prayers to teach you to grow closer to Jesus through Mary This comprehensive resource will help adults and children alike to entrust themselves to the most loving Mother of Jesus. Through the Year with Mary has received the nihil obstat and imprimatur. Nihil obstat: Msgr. Philip D. Halfacre, V.G. Censor Librorum Imprimatur: Most Rev. Daniel R. Jenky, C.S.C. Bishop of Peoria September 15, 2021",Religion,201,N/A,0,en
Through the Year with Jesus: Gospel Readings and Reflections for Children,Katherine Bogner,Emmaus Road Publishing,2021-01-29,"The liturgical year invites us to walk with Jesus through the most wonderful story ever told: the Gospel. In Through the Year with Jesus: Gospel Readings and Reflections for Children, catechist and popular blogger Katherine Bogner reveals the rich mystery of the seasons we celebrate in the Church. With Gospel readings for each week of the liturgical year, along with tools for reflection, discussion, and prayer, Through the Year with Jesus offers endless opportunities for discovering who Jesus is and better understanding Catholic teaching about his life and mission. Promote prayer and conversation about the life of Christ with children through Weekly readings from the Gospels Lectio Divina prompts to nurture personal prayer or journaling Sacred art to accompany the Gospel reading Stories of saints and many rich Catholic traditions for the liturgical year The easy-to-use format of Through the Year with Jesus helps adults lead children to an intimate encounter with the heart of Jesus through the rhythm of the liturgical year and the powerful words of Scripture.",Religion,368,N/A,0,en
Is the Bible God's Word?,Ahmad Deedat,Islamic Propagation Centre International,1981-06-01,A brief rebuttal to several points of Biblical theology by this well known debater is the subject of this booklet which is one of the authors most popular books.,Religion,66,3,2,en
Catechism of the Catholic Church,U.S. Catholic Church,Image,2012-11-28,"Over 3 million copies sold! Essential reading for Catholics of all walks of life. Here it is - the first new Catechism of the Catholic Church in more than 400 years, a complete summary of what Catholics around the world commonly believe. The Catechism draws on the Bible, the Mass, the Sacraments, Church tradition and teaching, and the lives of saints. It comes with a complete index, footnotes and cross-references for a fuller understanding of every subject. The word catechism means ""instruction"" - this book will serve as the standard for all future catechisms. Using the tradition of explaining what the Church believes (the Creed), what she celebrates (the Sacraments), what she lives (the Commandments), and what she prays (the Lord's Prayer), the Catechism of the Catholic Church offers challenges for believers and answers for all those interested in learning about the mystery of the Catholic faith. The Catechism of the Catholic Church is a positive, coherent and contemporary map for our spiritual journey toward transformation.",Religion,849,N/A,0,en
